,Team,name,pos_keep,predicted_points
3290,LAC,V.Green,TE,24.07378031612741
3291,NYG,C.Coleman,WR,42.248473149845
3292,JAX,C.Kessler,QB,3.6363626938292377
3293,NYJ,I.Crowell,RB,59.32743595116429
3294,NE,J.Gordon,WR,69.49933444677501
3295,CLE,D.Johnson,RB,87.17689656661594
3296,CLE,R.Higgins,WR,50.28757038575836
3297,CLE,S.DeValve,TE,49.41999661077015
3298,CLE,D.Njoku,TE,54.71640189806841
3299,GB,D.Kizer,QB,128.74767510975323
3300,HOU,S.Coates,WR,39.29754776533315
3301,SF,M.Dayes,RB,20.711462632236824
3302,NYG,E.Manning,QB,113.33358972586458
3303,NYG,R.Ellison,TE,24.745981932927634
3304,NYG,O.Beckham,WR,63.9499133647691
3305,NYG,S.Shepard,WR,60.28607839857929
3306,NYG,E.Engram,TE,68.80697082395926
3307,NYG,W.Gallman,RB,61.306193510976314
3308,SEA,B.Marshall,WR,82.97638959325403
3309,OAK,D.Harris,WR,13.48513071436042
3310,LAC,G.Smith,QB,25.36133937769082
3311,SEA,D.Baldwin,WR,82.6555362459664
3312,SEA,R.Wilson,QB,174.0343577025159
3313,SEA,M.Davis,RB,57.00533830097761
3314,SEA,T.Lockett,WR,56.841541179768
3315,SEA,C.Prosise,RB,47.764366301773435
3316,SEA,N.Vannett,TE,37.36232546046652
3317,SEA,J.McKissic,RB,61.44894891800833
3318,SEA,T.Madden,RB,40.18580021272996
3319,SEA,C.Carson,RB,72.58003668550995
3320,WAS,P.Richardson,WR,59.48858418115884
3321,DET,L.Willson,TE,36.47368337923261
3322,GB,J.Graham,TE,95.76917280255657
3323,TEN,D.Walker,TE,68.7263227371797
3324,TEN,L.Stocker,TE,24.65981984242756
3325,TEN,M.Mariota,QB,113.78453590378385
3326,TEN,D.Henry,RB,76.57771496893741
3327,TEN,D.Fluellen,RB,25.612696020003046
3328,TEN,J.Smith,TE,34.71274570473249
3329,TEN,C.Davis,WR,52.04578222267204
3330,TEN,T.Taylor,WR,40.76262420007811
3331,DET,M.Cassel,QB,37.62993972665679
3332,NYJ,R.Matthews,WR,49.808887181143334
3333,TEN,D.Lewis,RB,79.51361412673975
3334,NO,M.Gillislee,RB,64.96928960902886
3335,LA,B.Cooks,WR,85.70374112209856
3336,NE,T.Brady,QB,213.95526792868503
3337,NE,B.Hoyer,QB,69.19690679419503
3338,NE,R.Gronkowski,TE,146.52411048880134
3339,NE,D.Allen,TE,37.28651618427617
3340,NE,J.Develin,RB,33.27683939095323
3341,NE,C.Hogan,WR,60.51312766936478
3342,NE,R.Burkhead,RB,66.82242120843051
3343,NE,J.White,RB,72.67344198597038
3344,NE,P.Dorsett,WR,45.180453202998706
3345,NE,J.Hollister,TE,35.13492155221972
3346,MIA,D.Amendola,WR,66.95842684029623
3347,MIA,B.Bolden,RB,20.182114475338597
3348,WAS,V.Davis,TE,56.56411678611591
3349,WAS,B.Quick,WR,20.6394208809491
3350,WAS,C.Thompson,RB,63.50781157761435
3351,WAS,J.Reed,TE,46.38939352554242
3352,WAS,J.Crowder,WR,66.90250127825928
3353,WAS,M.Harris,WR,22.861956389942957
3354,WAS,R.Kelley,RB,40.26574310987646
3355,WAS,J.Doctson,WR,55.424866866553195
3356,WAS,B.Marshall,RB,28.300344963812005
3357,WAS,S.Perine,RB,77.46466344104496
3358,WAS,J.Sprinkle,TE,18.989536832647953
3359,JAX,N.Paul,TE,7.672279218478796
3360,MIN,K.Cousins,QB,138.80777816660242
3361,IND,R.Grant,WR,63.014994305073856
3362,GB,K.Bibbs,RB,58.9120130449219
3363,BUF,T.Pryor,WR,51.050697427907465
3364,WAS,A.Smith,QB,166.9843770823184
3365,WAS,J.Chesson,WR,16.23919597468991
3366,KC,A.Sherman,RB,28.29631136035468
3367,KC,D.Harris,TE,39.29494671201916
3368,KC,T.Kelce,TE,89.29160112553431
3369,KC,D.Thomas,WR,25.741932983275028
3370,KC,C.West,RB,40.96014634795394
3371,KC,C.Conley,WR,38.412174138430366
3372,KC,T.Hill,WR,107.83839605080658
3373,KC,D.Robinson,WR,39.85057837895072
3374,KC,P.Mahomes,QB,38.01677437764006
3375,KC,K.Hunt,RB,152.9857670438935
3376,CLE,O.Charles,TE,32.068922427669044
3377,MIA,A.Wilson,WR,51.47887812900143
3378,CAR,T.Cadet,RB,33.194339495773754
3379,DEN,A.Holmes,WR,47.98511091729361
3380,NO,B.Tate,WR,28.176728649656248
3381,KC,K.Benjamin,WR,61.430968968152285
3382,CLE,T.Taylor,QB,119.35186768106311
3383,PHI,J.Matthews,WR,43.964784964935745
3384,BUF,L.McCoy,RB,176.20066384327893
3385,BUF,T.Jones,RB,19.70901019358299
3386,BUF,C.Clay,TE,52.230053664336594
3387,BUF,D.Thompson,WR,50.45490011648339
3388,BUF,P.DiMarco,RB,23.112469334864976
3389,BUF,L.Thomas,TE,29.738016201550113
3390,BUF,M.Murphy,RB,30.446741333251378
3391,BUF,Z.Jones,WR,50.50009067304694
3392,BUF,N.Peterman,QB,32.59202716190141
3393,HOU,J.Webb,QB,33.35585787334335
3394,MIA,N.O'Leary,TE,36.793373748223445
3395,CAR,T.Smith,WR,55.04672033490972
3396,CAR,K.Barner,RB,37.580472085146525
3397,CHI,T.Burton,TE,50.62199555430937
3398,DET,L.Blount,RB,63.042407810548866
3399,IND,M.Johnson,WR,38.29684199760799
3400,PHI,D.Sproles,RB,60.31793731816924
