,0,1,2
0,0.46196550337028724,rushyds_career_per_game_player_prev,0.46196550337028724
1,0.4156704805915016,recyds_career_per_game_player_prev,0.4156704805915016
2,0.1758959288342684,points_player_prev,0.1758959288342684
3,0.1339818134135829,rushyds_per_game_player_prev,0.1339818134135829
4,0.09669360631933359,pass.tds_var_player_prev,-0.09669360631933359
5,0.08204562145063142,points_career_player_prev,-0.08204562145063142
6,0.03612296621241898,recyds_player_prev,0.03612296621241898
7,0.034445423868939194,recept_career_old_Team_prev,0.034445423868939194
8,0.032006190987759545,rush.att_career_player_prev,0.032006190987759545
9,0.02954995741042816,punt.rets_var_Team_prev_delta,0.02954995741042816
10,0.027155590145736996,rush.att_player_prev,0.027155590145736996
11,0.024792236114408107,recept_var_player_prev,0.024792236114408107
12,0.024522893131132203,pass.att_past_sched,-0.024522893131132203
13,0.020597014764401768,recyds_per_game_Team_prev_delta,-0.020597014764401768
14,0.02040158059532527,pass.comp_career_Team_prev_delta,0.02040158059532527
15,0.020288382742493047,pass.att_delta_sched,-0.020288382742493047
16,0.019076177389040945,passyds_player_prev,0.019076177389040945
17,0.018666204899058403,pass.ints_var_old_Team_prev,0.018666204899058403
18,0.017915444351583258,puntret.avg_career_player_prev,0.017915444351583258
19,0.017216765607432953,passyds_career_per_game_old_Team_prev,0.017216765607432953
20,0.017130295840147455,passyds_per_game_old_Team_prev,-0.017130295840147455
21,0.01652773839314873,pass.tds_var_Team_prev_delta,0.01652773839314873
22,0.016454642157659672,puntret.avg_past_sched,0.016454642157659672
23,0.01579445127742746,rushyds_player_prev,0.01579445127742746
24,0.015720770219866374,rush_per_att_old_Team_prev,-0.015720770219866374
25,0.014489985115758912,points_new_Team_prev,-0.014489985115758912
26,0.013872006416100919,recyds_career_per_game_new_Team_prev,-0.013872006416100919
27,0.012594150760802059,points_var_player_prev,0.012594150760802059
28,0.011894084356655708,pass.comp_career_new_Team_prev,0.011894084356655708
29,0.010965366517635754,kickret.avg_past_sched,0.010965366517635754
30,0.010152541853031468,rush.att_career_new_Team_prev,0.010152541853031468
31,0.009449335102939823,recept_career_new_Team_prev,0.009449335102939823
32,0.009091328176094534,kickret.avg_career_player_prev,-0.009091328176094534
33,0.009040563657260069,kick.rets_career_new_Team_prev,-0.009040563657260069
34,0.008386823148359828,rushyds_career_player_prev,-0.008386823148359828
35,0.007405477065592792,passyds_per_game_Team_prev_delta,0.007405477065592792
36,0.007008114259823763,points_career_old_Team_prev,-0.007008114259823763
37,0.00674011934970489,puntret.avg_old_Team_prev,-0.00674011934970489
38,0.006497162463198751,kick.rets_var_new_Team_prev,-0.006497162463198751
39,0.006319098520170142,points_career_Team_prev_delta,0.006319098520170142
40,0.005679551203628025,rushyds_delta_sched,-0.005679551203628025
41,0.005537363509037929,puntret.avg_career_new_Team_prev,0.005537363509037929
42,0.0054893950871604215,kickret.avg_old_Team_prev,-0.0054893950871604215
43,0.00531090187153299,recept_var_new_Team_prev,-0.00531090187153299
44,0.005142474965114079,total_games_Team_prev_delta,0.005142474965114079
45,0.004041691445757434,rush.att_career_old_Team_prev,0.004041691445757434
46,0.003765341479257591,pass.att_career_Team_prev_delta,-0.003765341479257591
47,0.0034815404679436994,puntret.avg_career_Team_prev_delta,0.0034815404679436994
48,0.003435939536241898,kickret.avg_career_Team_prev_delta,-0.003435939536241898
49,0.00331433645546235,kickret.avg_player_prev,-0.00331433645546235
50,0.003305857437480941,recept_var_Team_prev_delta,-0.003305857437480941
51,0.0032866061126402037,kickret.avg_career_per_game_new_Team_prev,0.0032866061126402037
52,0.003169472948248506,pass.att_new_Team_prev,-0.003169472948248506
53,0.0028877878305662917,kickret.avg_curr_sched,0.0028877878305662917
54,0.0027908321714627806,pass.att_career_player_prev,-0.0027908321714627806
55,0.0027653395996115188,puntret.avg_var_player_prev,-0.0027653395996115188
56,0.0026263720222043153,rushyds_career_new_Team_prev,-0.0026263720222043153
57,0.0023800506584611644,passyds_career_player_prev,0.0023800506584611644
58,0.002068705404652261,points_career_new_Team_prev,0.002068705404652261
59,0.0019398782721585944,passyds_old_Team_prev,0.0019398782721585944
60,0.0019109585397762236,kickret.avg_career_old_Team_prev,0.0019109585397762236
61,0.001839869568566745,passyds_career_Team_prev_delta,-0.001839869568566745
62,0.001811997557714366,recyds_new_Team_prev,-0.001811997557714366
63,0.001573122225473627,pass.att_career_new_Team_prev,-0.001573122225473627
64,0.0014408207724599523,pass.comp_var_player_prev,-0.0014408207724599523
65,0.0014117966229832638,rushyds_career_per_game_old_Team_prev,0.0014117966229832638
66,0.0013754448063967386,recyds_curr_sched,0.0013754448063967386
67,0.0013675912908688737,rushyds_Team_prev_delta,-0.0013675912908688737
68,0.0011396849153401405,total_games_new_Team_prev,0.0011396849153401405
69,0.0009251988235477216,recyds_career_old_Team_prev,-0.0009251988235477216
70,0.0008691339096822668,rushyds_past_sched,-0.0008691339096822668
71,0.0008561614475725958,puntret.avg_var_new_Team_prev,-0.0008561614475725958
72,0.000842961813806079,recyds_career_new_Team_prev,-0.000842961813806079
73,0.0008351181229380175,pass.att_var_player_prev,0.0008351181229380175
74,0.0007633459877952281,points_var_new_Team_prev,0.0007633459877952281
75,0.0007119644405923425,passyds_career_new_Team_prev,-0.0007119644405923425
76,0.0005996772745710454,recyds_career_player_prev,-0.0005996772745710454
77,0.0005479664561377036,passyds_Team_prev_delta,-0.0005479664561377036
78,0.0005156101882161382,rushyds_career_old_Team_prev,-0.0005156101882161382
79,0.0005130571573344772,puntret.avg_var_Team_prev_delta,-0.0005130571573344772
