,Team,name,pos_keep,predicted_points
276,NE,NE_DST,DST,94.32941135690865
277,NO,NO_DST,DST,87.15567721618356
278,NYG,NYG_DST,DST,65.65729517009105
279,NYJ,NYJ_DST,DST,82.30272790371404
280,OAK,OAK_DST,DST,78.92815693778581
281,PHI,PHI_DST,DST,87.4466888813993
282,PIT,PIT_DST,DST,94.06007965141399
283,SEA,SEA_DST,DST,91.46466493644463
284,SF,SF_DST,DST,89.82782622349315
285,TB,TB_DST,DST,77.33373069911096
286,TEN,TEN_DST,DST,92.75406843856564
287,WAS,WAS_DST,DST,89.63479864994136
