,Team,name,pos_keep,predicted_points
3553,ARI,L.Fitzgerald,WR,66.3797607421875
3554,ARI,D.Johnson,RB,141.11614990234375
3555,ARI,P.Cooper,WR,9.10667896270752
3556,ARI,R.Seals-Jones,TE,24.233854293823242
3557,ARI,C.Williams,WR,8.134065628051758
3558,ARI,T.Logan,RB,6.08487606048584
3559,ARI,T.Sherfield,WR,8.175918579101562
3560,ARI,C.Edmonds,RB,11.07606029510498
3561,ARI,C.Kirk,WR,20.115345001220703
3562,OAK,M.Glennon,QB,27.882186889648438
3563,OAK,J.Nelson,WR,37.52278137207031
3564,MIA,J.Rosen,QB,18.867938995361328
3565,TEN,J.Tolliver,WR,4.691912651062012
3566,ARI,M.Williams,TE,9.769886016845703
3567,DEN,J.Flacco,QB,112.06398010253906
3568,BUF,J.Brown,WR,54.40277862548828
3569,NO,J.Allen,RB,30.26976776123047
3570,BAL,N.Boyle,TE,13.563667297363281
3571,BAL,C.Moore,WR,13.80148696899414
3572,BAL,K.Dixon,RB,25.827363967895508
3573,BAL,G.Edwards,RB,21.573257446289062
3574,BAL,D.Turner,RB,4.535640716552734
3575,BAL,M.Andrews,TE,18.395118713378906
3576,BAL,L.Jackson,QB,39.23143768310547
3577,BAL,H.Hurst,TE,10.686482429504395
3578,NYJ,T.Montgomery,RB,33.28184127807617
3579,NYJ,T.White,WR,2.3216745853424072
3580,ARI,D.Anderson,QB,23.2187442779541
3581,ARI,C.Clay,TE,41.419898986816406
3582,OAK,N.Peterman,QB,15.354483604431152
3583,BUF,L.McCoy,RB,92.44803619384766
3584,BUF,M.Barkley,QB,22.367521286010742
3585,BUF,M.Murphy,RB,14.982725143432617
3586,BUF,I.McKenzie,WR,-2.3851613998413086
3587,BUF,Z.Jones,WR,25.971595764160156
3588,BUF,J.Croom,TE,4.282223701477051
3589,BUF,R.McCloud,WR,5.6920976638793945
3590,BUF,R.Foster,WR,37.13335037231445
3591,BUF,C.Phillips,WR,0.992241621017456
3592,BUF,J.Allen,QB,88.57482147216797
3593,NYJ,D.Thompson,WR,20.279163360595703
3594,HOU,T.Jones,RB,16.458293914794922
3595,JAX,T.Pryor,WR,51.38921356201172
3596,DET,L.Thomas,TE,19.706750869750977
3597,ARI,D.Byrd,WR,14.059887886047363
3598,ATL,K.Barner,RB,10.085071563720703
3599,CAR,G.Olsen,TE,61.92182922363281
3600,CAR,C.Newton,QB,217.3105926513672
3601,CAR,T.Smith,WR,47.21192169189453
3602,CAR,J.Wright,WR,30.534942626953125
3603,CAR,C.Artis-Payne,RB,33.81904983520508
3604,CAR,C.Manhertz,TE,13.672389030456543
3605,CAR,T.Heinicke,QB,4.475421905517578
3606,CAR,C.McCaffrey,RB,64.07955932617188
3607,CAR,C.Samuel,WR,14.03516674041748
3608,CAR,I.Thomas,TE,15.815140724182129
3609,CAR,K.Allen,QB,25.011268615722656
3610,CAR,D.Moore,WR,30.576997756958008
3611,IND,D.Funchess,WR,42.167640686035156
3612,CLE,G.Gilbert,QB,3.081058979034424
3613,ARI,K.White,WR,7.032777786254883
3614,NYJ,J.Bellamy,WR,20.234697341918945
3615,JAX,B.Cunningham,RB,15.90125560760498
3616,CHI,C.Daniel,QB,10.222373962402344
3617,CHI,T.Burton,TE,30.5018310546875
3618,CHI,T.Gabriel,WR,43.707374572753906
3619,CHI,B.Braunecker,TE,6.652161121368408
3620,CHI,T.Cohen,RB,42.399662017822266
3621,CHI,M.Trubisky,QB,49.45184326171875
3622,CHI,A.Shaheen,TE,13.36097526550293
3623,CHI,T.Mizzell,RB,7.907957077026367
3624,CHI,A.Miller,WR,21.296262741088867
3625,CHI,J.Wims,WR,6.887784481048584
3626,PHI,J.Howard,RB,50.74103927612305
3627,ARI,D.Johnson,RB,48.01956558227539
3628,HOU,D.Fells,TE,18.979808807373047
3629,CLE,J.Landry,WR,42.48738479614258
3630,CLE,R.Higgins,WR,16.199024200439453
3631,CLE,D.Njoku,TE,20.45418930053711
3632,CLE,D.Willies,WR,16.3353214263916
3633,CLE,D.Ratley,WR,9.680685997009277
3634,CLE,A.Callaway,WR,20.42169952392578
3635,CLE,N.Chubb,RB,30.934186935424805
3636,CLE,B.Mayfield,QB,44.88869094848633
3637,LAC,T.Taylor,QB,36.87632369995117
3638,TB,B.Perriman,WR,8.789165496826172
3639,OAK,T.Williams,WR,19.887556076049805
3640,DEN,D.Jackson,RB,4.078145980834961
3641,BUF,C.Beasley,WR,30.256141662597656
3642,JAX,G.Swaim,TE,13.16808795928955
3643,DAL,T.Austin,WR,26.632143020629883
3644,DAL,A.Hurns,WR,37.47633743286133
3645,DAL,A.Cooper,WR,89.21603393554688
3646,DAL,E.Elliott,RB,131.72035217285156
3647,DAL,D.Prescott,QB,109.81343078613281
3648,DAL,N.Brown,WR,6.395340919494629
3649,DAL,R.Gathers,TE,5.85671854019165
3650,DAL,B.Jarwin,TE,34.67689514160156
3651,DAL,D.Schultz,TE,5.7662434577941895
3652,DAL,M.Gallup,WR,23.657243728637695
3653,NYG,R.Smith,RB,18.87662696838379
3654,OAK,L.Willson,TE,9.875672340393066
3655,DET,M.Stafford,QB,172.11802673339844
3656,DET,M.Jones,WR,56.98240280151367
3657,DET,T.Riddick,RB,48.4110107421875
3658,DET,K.Golladay,WR,40.09642791748047
3659,DET,A.Jones,WR,13.259757041931152
3660,DET,K.Johnson,RB,22.499120712280273
3661,DET,B.Powell,WR,12.6061429977417
3662,PIT,T.Jones,WR,18.4493465423584
3663,OAK,R.Grant,WR,20.35781478881836
3664,OAK,E.Swoope,TE,8.134719848632812
3665,IND,T.Hilton,WR,91.34394836425781
3666,IND,A.Luck,QB,138.31045532226562
3667,IND,J.Doyle,TE,19.64356803894043
3668,IND,E.Ebron,TE,73.5918960571289
3669,IND,C.Rogers,WR,24.267173767089844
3670,IND,J.Brissett,QB,26.799009323120117
3671,IND,M.Johnson,WR,13.76700210571289
3672,IND,M.Mack,RB,60.35236358642578
3673,IND,M.Alie-Cox,TE,9.427644729614258
3674,IND,N.Hines,RB,23.624736785888672
3675,IND,J.Wilkins,RB,11.657441139221191
3676,NE,D.Inman,WR,27.51034927368164
3677,OAK,D.Washington,RB,9.72158145904541
3678,NO,D.Brees,QB,178.36375427246094
3679,NO,T.Ginn,WR,55.132347106933594
3680,NO,J.Hill,TE,13.387857437133789
3681,NO,T.Bridgewater,QB,-6.257375717163086
3682,NO,C.Meredith,WR,26.465604782104492
3683,NO,M.Thomas,WR,67.14556121826172
3684,NO,A.Kamara,RB,75.77393341064453
3685,NO,T.Hill,QB,9.12661361694336
3686,NO,A.Carr,WR,12.42578125
3687,NO,K.Kirkwood,WR,9.190977096557617
3688,BAL,M.Ingram,RB,115.67086791992188
3689,DET,T.Lewis,WR,14.397428512573242
3690,CAR,T.Smith,WR,35.25439453125
3691,NE,B.Watson,TE,53.616920471191406
3692,GB,J.Williams,RB,5.366093158721924
3693,OAK,I.Crowell,RB,56.852359771728516
3694,BUF,A.Roberts,WR,10.351590156555176
