"","Season","Player","Team","Pos","name","GSIS_ID"
"42",2017,"Austin Ekeler","LAC","RB","A.Ekeler","00-0033699"
"43",2017,"Austin Hooper","ATL","TE","A.Hooper","00-0032392"
"44",2017,"Austin Seferian-Jenkins","NYJ","TE","A.Seferian-Jenkins","00-0031418"
"45",2017,"Austin Traylor","DEN","TE","A.Traylor","00-0033043"
"46",2017,"Ben Koyack","JAX","TE","B.Koyack","00-0032139"
"47",2017,"Ben Roethlisberger","PIT","QB","B.Roethlisberger","00-0022924"
"48",2017,"Benjamin Watson","BAL","TE","B.Watson","00-0022943"
"49",2017,"Bennie Fowler","DEN","WR","B.Fowler","00-0030670"
"50",2017,"Benny Cunningham","CHI","RB","B.Cunningham","00-0029795"
"51",2017,"Bilal Powell","NYJ","RB","B.Powell","00-0028064"
"52",2017,"Blaine Gabbert","ARI","QB","B.Gabbert","00-0027948"
"53",2017,"Blair Walsh","SEA","K","B.Walsh","00-0029576"
"54",2017,"Blake Bell","MIN","TE","B.Bell","00-0032062"
"55",2017,"Blake Bortles","JAX","QB","B.Bortles","00-0031407"
"56",2017,"Bobby Rainey","BAL","RB","B.Rainey","00-0029384"
"57",2017,"Bobo Wilson","TB","WR","B.Wilson","00-0033434"
"58",2017,"Branden Oliver","LAC","RB","B.Oliver","00-0031277"
"59",2017,"Brandin Cooks","NE","WR","B.Cooks","00-0031236"
"60",2017,"Brandon Bolden","NE","RB","B.Bolden","00-0029239"
"61",2017,"Brandon Coleman","NO","WR","B.Coleman","00-0030801"
"62",2017,"Brandon LaFell","CIN","WR","B.LaFell","00-0027681"
"63",2017,"Brandon Marshall","NYG","WR","B.Marshall","00-0024334"
"64",2017,"Brandon McManus","DEN","K","B.McManus","00-0029822"
"65",2017,"Brandon Tate","BUF","WR","B.Tate","00-0027057"
"66",2017,"Brandon Williams","IND","TE","B.Williams","00-0029793"
"67",2017,"Braxton Miller","HOU","WR","B.Miller","00-0033069"
"68",2017,"Brent Celek","PHI","TE","B.Celek","00-0025549"
"69",2017,"Brenton Bersin","CAR","WR","B.Bersin","00-0029394"
"70",2017,"Breshad Perriman","BAL","WR","B.Perriman","00-0032054"
"71",2017,"Brett Hundley","GB","QB","B.Hundley","00-0031589"
"72",2017,"Brian Hill","CIN","RB","B.Hill","00-0033567"
"73",2017,"Brian Hoyer","NE","QB","B.Hoyer","00-0026625"
"74",2017,"Brian Quick","WAS","WR","B.Quick","00-0029640"
"75",2017,"Brice Butler","DAL","WR","B.Butler","00-0030516"
"76",2017,"Brittan Golden","ARI","WR","B.Golden","00-0029336"
"77",2017,"Brock Osweiler","DEN","QB","B.Osweiler","00-0029682"
"78",2017,"Bronson Hill","ARI","RB","B.Hill","00-0032298"
"79",2017,"Bruce Ellington","HOU","WR","B.Ellington","00-0031326"
"80",2017,"Bryce Petty","NYJ","QB","B.Petty","00-0031568"
"81",2017,"Byron Marshall","WAS","RB","B.Marshall","00-0032964"
"82",2017,"C.J. Anderson","DEN","RB","C.Anderson","00-0029854"
"83",2017,"C.J. Beathard","SF","QB","C.Beathard","00-0033936"
"84",2017,"C.J. Fiedorowicz","HOU","TE","C.Fiedorowicz","00-0031302"
"85",2017,"C.J. Ham","MIN","RB","C.Ham","00-0032918"
"86",2017,"C.J. Prosise","SEA","RB","C.Prosise","00-0032393"
"87",2017,"C.J. Spiller","KC","RB","C.Spiller","00-0027861"
"88",2017,"C.J. Uzomah","CIN","TE","C.Uzomah","00-0032134"
"89",2017,"Cairo Santos","CHI","K","C.Santos","00-0031203"
"90",2017,"Caleb Sturgis","PHI","K","C.Sturgis","00-0030390"
"91",2017,"Cam Newton","CAR","QB","C.Newton","00-0027939"
"92",2017,"Cameron Artis-Payne","CAR","RB","C.Artis-Payne","00-0031599"
"93",2017,"Cameron Brate","TB","TE","C.Brate","00-0031273"
"94",2017,"Carlos Hyde","SF","RB","C.Hyde","00-0031045"
"95",2017,"Carson Palmer","ARI","QB","C.Palmer","00-0021429"
"96",2017,"Carson Wentz","PHI","QB","C.Wentz","00-0032950"
"97",2017,"Case Keenum","MIN","QB","C.Keenum","00-0028986"
"98",2017,"Cethan Carter","CIN","TE","C.Carter","00-0033338"
"99",2017,"Chad Hansen","NYJ","WR","C.Hansen","00-0033840"
"100",2017,"Chad Henne","JAX","QB","C.Henne","00-0026197"
"101",2017,"Chad Williams","ARI","WR","C.Williams","00-0033933"
"102",2017,"Chandler Catanzaro","NYJ","K","C.Catanzaro","00-0030896"
"103",2017,"Charcandrick West","KC","RB","C.West","00-0030668"
"104",2017,"Charles Clay","BUF","TE","C.Clay","00-0028112"
"105",2017,"Charles Sims","TB","RB","C.Sims","00-0031390"
"106",2017,"Charone Peake","NYJ","WR","C.Peake","00-0032959"
"107",2017,"Chester Rogers","IND","WR","C.Rogers","00-0032355"
"108",2017,"Chris Boswell","PIT","K","C.Boswell","00-0031136"
"109",2017,"Chris Carson","SEA","RB","C.Carson","00-0033594"
"110",2017,"Chris Conley","KC","WR","C.Conley","00-0032128"
"111",2017,"Chris Godwin","TB","WR","C.Godwin","00-0033921"
"112",2017,"Chris Hogan","NE","WR","C.Hogan","00-0028237"
"113",2017,"Chris Ivory","JAX","RB","C.Ivory","00-0027531"
"114",2017,"Chris Johnson","ARI","RB","C.Johnson","00-0026164"
"115",2017,"Chris Manhertz","CAR","TE","C.Manhertz","00-0031484"
"116",2017,"Chris Matthews","BAL","WR","C.Matthews","00-0028702"
"117",2017,"Chris Moore","BAL","WR","C.Moore","00-0032398"
"118",2017,"Chris Thompson","HOU","WR","C.Thompson","00-0033855"
"119",2017,"Chris Thompson","WAS","RB","C.Thompson","00-0030404"
"120",2017,"Christian McCaffrey","CAR","RB","C.McCaffrey","00-0033280"
"121",2017,"Clive Walford","OAK","TE","C.Walford","00-0032256"
"122",2017,"Cobi Hamilton","HOU","WR","C.Hamilton","00-0030290"
"123",2017,"Coby Fleener","NO","TE","C.Fleener","00-0029697"
"124",2017,"Cody Core","CIN","WR","C.Core","00-0032795"
"125",2017,"Cody Kessler","CLE","QB","C.Kessler","00-0033104"
"126",2017,"Cody Latimer","DEN","WR","C.Latimer","00-0031344"
"127",2017,"Cody Parkey","MIA","K","C.Parkey","00-0030850"
"128",2017,"Cole Beasley","DAL","WR","C.Beasley","00-0029000"
"129",2017,"Cole Hikutini","SF","TE","C.Hikutini","00-0033315"
"130",2017,"Connor Barth","CHI","K","C.Barth","00-0026138"
"131",2017,"Cooper Kupp","LA","WR","C.Kupp","00-0033908"
"132",2017,"Cooper Rush","DAL","QB","C.Rush","00-0033662"
"133",2017,"Cordarrelle Patterson","OAK","WR","C.Patterson","00-0030578"
"134",2017,"Corey Clement","PHI","RB","C.Clement","00-0033725"
"135",2017,"Corey Coleman","CLE","WR","C.Coleman","00-0032966"
"136",2017,"Corey Davis","TEN","WR","C.Davis","00-0033871"
"137",2017,"Corey Grant","JAX","RB","C.Grant","00-0031731"
"138",2017,"Curtis Samuel","CAR","WR","C.Samuel","00-0033282"
"139",2017,"D'Onta Foreman","HOU","RB","D.Foreman","00-0033925"
"140",2017,"D.J. Foster","ARI","RB","D.Foster","00-0032577"
"141",2017,"Dak Prescott","DAL","QB","D.Prescott","00-0033077"
"142",2017,"Dalvin Cook","MIN","RB","D.Cook","00-0033893"
"143",2017,"Damien Williams","MIA","RB","D.Williams","00-0030874"
"144",2017,"Damiere Byrd","CAR","WR","D.Byrd","00-0031868"
"145",2017,"Dan Bailey","DAL","K","D.Bailey","00-0028660"
"146",2017,"Daniel Brown","CHI","TE","D.Brown","00-0032098"
"147",2017,"Danny Amendola","NE","WR","D.Amendola","00-0026035"
"148",2017,"Danny Woodhead","BAL","RB","D.Woodhead","00-0026019"
"149",2017,"Darius Powe","NYG","WR","D.Powe","00-0032656"
"150",2017,"Darrell Daniels","IND","TE","D.Daniels","00-0033258"
"151",2017,"Darren Fells","DET","TE","D.Fells","00-0029738"
"152",2017,"Darren McFadden","DAL","RB","D.McFadden","00-0026144"
"153",2017,"Darren Sproles","PHI","RB","D.Sproles","00-0023564"
"154",2017,"Darrius Heyward-Bey","PIT","WR","D.Heyward-Bey","00-0026983"
"155",2017,"Davante Adams","GB","WR","D.Adams","00-0031381"
"156",2017,"David Fales","MIA","QB","D.Fales","00-0031076"
"157",2017,"David Fluellen","TEN","RB","D.Fluellen","00-0030711"
"158",2017,"David Johnson","ARI","RB","D.Johnson","00-0032187"
"159",2017,"David Morgan","MIN","TE","D.Morgan","00-0032430"
"160",2017,"David Njoku","CLE","TE","D.Njoku","00-0033885"
"161",2017,"De'Angelo Henderson Sr.","DEN","RB","D.Sr.","00-0033581"
"162",2017,"De'Anthony Thomas","KC","WR","D.Thomas","00-0031060"
"163",2017,"DeAndre Hopkins","HOU","WR","D.Hopkins","00-0030564"
"164",2017,"DeAndre Washington","OAK","RB","D.Washington","00-0032940"
"165",2017,"DeAndrew White","HOU","WR","D.White","00-0031511"
"166",2017,"Dede Westbrook","JAX","WR","D.Westbrook","00-0033839"
"167",2017,"Delanie Walker","TEN","TE","D.Walker","00-0024389"
"168",2017,"DeMarco Murray","TEN","RB","D.Murray","00-0028009"
"169",2017,"Demarcus Robinson","KC","WR","D.Robinson","00-0032775"
"170",2017,"Demaryius Thomas","DEN","WR","D.Thomas","00-0027874"
"171",2017,"Demetrius Harris","KC","TE","D.Harris","00-0030155"
"172",2017,"Deonte Thompson","BUF","WR","D.Thompson","00-0029388"
"173",2017,"Derek Anderson","CAR","QB","D.Anderson","00-0023645"
"174",2017,"Derek Carr","OAK","QB","D.Carr","00-0031280"
"175",2017,"Derek Carrier","LA","TE","D.Carrier","00-0029119"
"176",2017,"Derek Watt","LAC","FB","D.Watt","00-0032897"
"177",2017,"Derrick Coleman","ATL","FB","D.Coleman","00-0029068"
"178",2017,"Derrick Henry","TEN","RB","D.Henry","00-0032764"
"179",2017,"DeSean Jackson","TB","WR","D.Jackson","00-0026189"
"180",2017,"Deshaun Watson","HOU","QB","D.Watson","00-0033537"
"181",2017,"DeShone Kizer","CLE","QB","D.Kizer","00-0033899"
"182",2017,"Devante Mays","GB","RB","D.Mays","00-0033304"
"183",2017,"DeVante Parker","MIA","WR","D.Parker","00-0031547"
"184",2017,"Devin Funchess","CAR","WR","D.Funchess","00-0032055"
"185",2017,"Devonta Freeman","ATL","RB","D.Freeman","00-0031285"
"186",2017,"Devontae Booker","DEN","RB","D.Booker","00-0032972"
"187",2017,"Dez Bryant","DAL","WR","D.Bryant","00-0027902"
"188",2017,"Dion Lewis","NE","RB","D.Lewis","00-0028087"
"189",2017,"Dion Sims","CHI","TE","D.Sims","00-0030422"
"190",2017,"Donte Moncrief","IND","WR","D.Moncrief","00-0031339"
"191",2017,"Dontrelle Inman","CHI","WR","D.Inman","00-0028411"
"192",2017,"Doug Baldwin","SEA","WR","D.Baldwin","00-0028434"
"193",2017,"Doug Martin","TB","RB","D.Martin","00-0029613"
"194",2017,"Drew Brees","NO","QB","D.Brees","00-0020531"
"195",2017,"Drew Stanton","ARI","QB","D.Stanton","00-0025430"
"196",2017,"Duke Johnson","CLE","RB","D.Johnson","00-0032257"
"197",2017,"Dustin Hopkins","WAS","K","D.Hopkins","00-0030098"
"198",2017,"Dwayne Allen","NE","TE","D.Allen","00-0029689"
"199",2017,"Dwayne Washington","DET","RB","D.Washington","00-0032450"
"200",2017,"Ed Dickson","CAR","TE","E.Dickson","00-0027675"
"201",2017,"Ed Eagan","NYG","WR","E.Eagan","00-0032705"
"202",2017,"Eddie Lacy","SEA","RB","E.Lacy","00-0030485"
"203",2017,"EJ Manuel","OAK","QB","E.Manuel","00-0030526"
"204",2017,"Eli Manning","NYG","QB","E.Manning","00-0022803"
"205",2017,"Eli Rogers","PIT","WR","E.Rogers","00-0031782"
"206",2017,"Elijah McGuire","NYJ","RB","E.McGuire","00-0033295"
"207",2017,"Elijhaa Penny","ARI","RB","E.Penny","00-0032813"
"208",2017,"Emanuel Byrd","GB","TE","E.Byrd","00-0033514"
"209",2017,"Emmanuel Sanders","DEN","WR","E.Sanders","00-0027685"
"210",2017,"Eric Decker","TEN","WR","E.Decker","00-0027690"
"211",2017,"Eric Ebron","DET","TE","E.Ebron","00-0031387"
"212",2017,"Eric Tomlinson","NYJ","TE","E.Tomlinson","00-0031690"
"213",2017,"Eric Weems","TEN","WR","E.Weems","00-0024535"
"214",2017,"Evan Engram","NYG","TE","E.Engram","00-0033881"
"215",2017,"Ezekiel Elliott","DAL","RB","E.Elliott","00-0033045"
"216",2017,"Fitzgerald Toussaint","PIT","RB","F.Toussaint","00-0031332"
"217",2017,"Fozzy Whittaker","CAR","RB","F.Whittaker","00-0029731"
"218",2017,"Frank Gore","IND","RB","F.Gore","00-0023500"
"219",2017,"Freddie Martino","TB","WR","F.Martino","00-0030737"
"220",2017,"Gabe Holmes","ARI","TE","G.Holmes","00-0031884"
"221",2017,"Garrett Celek","SF","TE","G.Celek","00-0028903"
"222",2017,"Garrett Griffin","NO","TE","G.Griffin","00-0033095"
"223",2017,"Geno Smith","NYG","QB","G.Smith","00-0030565"
"224",2017,"Geoff Swaim","DAL","TE","G.Swaim","00-0032141"
"225",2017,"George Kittle","SF","TE","G.Kittle","00-0033288"
"226",2017,"Gerald Everett","LA","TE","G.Everett","00-0033895"
"227",2017,"Geronimo Allison","GB","WR","G.Allison","00-0032626"
"228",2017,"Giorgio Tavecchio","OAK","K","G.Tavecchio","00-0028907"
"229",2017,"Giovani Bernard","CIN","RB","G.Bernard","00-0030456"
"230",2017,"Golden Tate","DET","WR","G.Tate","00-0027891"
"231",2017,"Graham Gano","CAR","K","G.Gano","00-0026858"
"232",2017,"Greg Olsen","CAR","TE","G.Olsen","00-0025418"
"233",2017,"Greg Zuerlein","LA","K","G.Zuerlein","00-0029621"
"234",2017,"Griff Whalen","BAL","WR","G.Whalen","00-0029033"
"235",2017,"Harrison Butker","KC","K","H.Butker","00-0033303"
"236",2017,"Harry Douglas","TEN","WR","H.Douglas","00-0026224"
"237",2017,"Hunter Henry","LAC","TE","H.Henry","00-0033090"
"238",2017,"Hunter Sharp","NYG","WR","H.Sharp","00-0032839"
"239",2017,"Ifeanyi Momah","ARI","TE","I.Momah","00-0029740"
"240",2017,"Isaac Whitney","OAK","WR","I.Whitney","00-0033449"
"241",2017,"Isaiah Crowell","CLE","RB","I.Crowell","00-0030656"
"242",2017,"Isaiah McKenzie","DEN","WR","I.McKenzie","00-0033466"
"243",2017,"J.D. McKissic","SEA","RB","J.McKissic","00-0032602"
"244",2017,"J.J. Nelson","ARI","WR","J.Nelson","00-0032112"
"245",2017,"Jack Doyle","IND","TE","J.Doyle","00-0030181"
"246",2017,"Jacob Hollister","NE","TE","J.Hollister","00-0033387"
"247",2017,"Jacoby Brissett","IND","QB","J.Brissett","00-0033119"
"248",2017,"Jacquizz Rodgers","TB","RB","J.Rodgers","00-0028083"
"249",2017,"Jaelen Strong","JAX","WR","J.Strong","00-0031560"
"250",2017,"Jake Elliott","PHI","K","J.Elliott","00-0033787"
"251",2017,"Jake Rudock","DET","QB","J.Rudock","00-0032431"
"252",2017,"Jakeem Grant","MIA","WR","J.Grant","00-0032791"
"253",2017,"Jalen Richard","OAK","RB","J.Richard","00-0033025"
"254",2017,"Jamaal Charles","DEN","RB","J.Charles","00-0026213"
"255",2017,"Jamaal Williams","GB","RB","J.Williams","00-0033948"
"256",2017,"Jameis Winston","TB","QB","J.Winston","00-0031503"
"257",2017,"James Conner","PIT","RB","J.Conner","00-0033553"
"258",2017,"James Hanna","DAL","TE","J.Hanna","00-0029634"
"259",2017,"James O'Shaughnessy","JAX","TE","J.O'Shaughnessy","00-0031951"
"260",2017,"James White","NE","RB","J.White","00-0031062"
"261",2017,"Jamison Crowder","WAS","WR","J.Crowder","00-0031941"
"262",2017,"Jamize Olawale","OAK","FB","J.Olawale","00-0029492"
"263",2017,"Jared Abbrederis","DET","WR","J.Abbrederis","00-0031021"
"264",2017,"Jared Cook","OAK","TE","J.Cook","00-0027061"
"265",2017,"Jared Goff","LA","QB","J.Goff","00-0033106"
"266",2017,"Jarius Wright","MIN","WR","J.Wright","00-0029572"
"267",2017,"Jaron Brown","ARI","WR","J.Brown","00-0030300"
"268",2017,"Jarvis Landry","MIA","WR","J.Landry","00-0031382"
"269",2017,"Jason Myers","JAX","K","J.Myers","00-0031492"
"270",2017,"Jason Witten","DAL","TE","J.Witten","00-0022127"
"271",2017,"Javorius Allen","BAL","RB","J.Allen","00-0031577"
"272",2017,"Jay Ajayi","PHI","RB","J.Ajayi","00-0031590"
"273",2017,"Jay Cutler","MIA","QB","J.Cutler","00-0024226"
"274",2017,"Jaydon Mickens","JAX","WR","J.Mickens","00-0033006"
"275",2017,"Jeff Cumberland","LAC","TE","J.Cumberland","00-0027321"
"276",2017,"Jeff Heuerman","DEN","TE","J.Heuerman","00-0032227"
"277",2017,"Jeff Janis","GB","WR","J.Janis","00-0031001"
"278",2017,"Jehu Chesson","KC","WR","J.Chesson","00-0033464"
"279",2017,"Jerell Adams","NYG","TE","J.Adams","00-0032429"
"280",2017,"Jeremy Hill","CIN","RB","J.Hill","00-0031301"
"281",2017,"Jeremy Kerley","NYJ","WR","J.Kerley","00-0028091"
"282",2017,"Jeremy Maclin","BAL","WR","J.Maclin","00-0026995"
"283",2017,"Jeremy Sprinkle","WAS","TE","J.Sprinkle","00-0033528"
"284",2017,"Jerick McKinnon","MIN","RB","J.McKinnon","00-0031376"
"285",2017,"Jermaine Gresham","ARI","TE","J.Gresham","00-0027873"
"286",2017,"Jermaine Kearse","NYJ","WR","J.Kearse","00-0029159"
"287",2017,"Jesse James","PIT","TE","J.James","00-0032135"
"288",2017,"Jimmy Garoppolo","SF","QB","J.Garoppolo","00-0031345"
"289",2017,"Jimmy Graham","SEA","TE","J.Graham","00-0027696"
"290",2017,"Joe Callahan","GB","QB","J.Callahan","00-0032630"
"291",2017,"Joe Flacco","BAL","QB","J.Flacco","00-0026158"
"292",2017,"Joe Mixon","CIN","RB","J.Mixon","00-0033897"
"293",2017,"Joe Webb","BUF","QB","J.Webb","00-0027796"
"294",2017,"John Brown","ARI","WR","J.Brown","00-0031051"
"295",2017,"John Kuhn","NO","FB","J.Kuhn","00-0022999"
"296",2017,"John Ross","CIN","WR","J.Ross","00-0033460"
"297",2017,"Johnny Holton","OAK","WR","J.Holton","00-0032935"
"298",2017,"JoJo Natson","NYJ","WR","J.Natson","00-0033266"
"299",2017,"Jonathan Stewart","CAR","RB","J.Stewart","00-0026153"
"300",2017,"Jonnu Smith","TEN","TE","J.Smith","00-0033858"
"301",2017,"Jordan Howard","CHI","RB","J.Howard","00-0032780"
"302",2017,"Jordan Matthews","BUF","WR","J.Matthews","00-0031299"
"303",2017,"Jordan Reed","WAS","TE","J.Reed","00-0030472"
"304",2017,"Jordan Taylor","DEN","WR","J.Taylor","00-0031697"
"305",2017,"Jordy Nelson","GB","WR","J.Nelson","00-0026176"
"306",2017,"Josh Bellamy","CHI","WR","J.Bellamy","00-0029319"
"307",2017,"Josh Doctson","WAS","WR","J.Doctson","00-0032760"
"308",2017,"Josh Ferguson","IND","RB","J.Ferguson","00-0032377"
"309",2017,"Josh Gordon","CLE","WR","J.Gordon","00-0029664"
"310",2017,"Josh Hill","NO","TE","J.Hill","00-0030216"
"311",2017,"Josh Lambo","JAX","K","J.Lambo","00-0032087"
"312",2017,"Josh Malone","CIN","WR","J.Malone","00-0033859"
"313",2017,"Josh McCown","NYJ","QB","J.McCown","00-0021206"
"314",2017,"Josh Reynolds","LA","WR","J.Reynolds","00-0033943"
"315",2017,"JuJu Smith-Schuster","PIT","WR","J.Smith-Schuster","00-0033857"
"316",2017,"Julio Jones","ATL","WR","J.Jones","00-0027944"
"317",2017,"Julius Thomas","MIA","TE","J.Thomas","00-0028067"
"318",2017,"Justin Davis","LA","RB","J.Davis","00-0033760"
"319",2017,"Justin Hardy","ATL","WR","J.Hardy","00-0031570"
"320",2017,"Justin Hunter","PIT","WR","J.Hunter","00-0030521"
"321",2017,"Justin Tucker","BAL","K","J.Tucker","00-0029597"
"322",2017,"K.J. Brent","IND","WR","K.Brent","00-0032926"
"323",2017,"Ka'imi Fairbairn","HOU","K","K.Fairbairn","00-0032726"
"324",2017,"Kaelin Clay","CAR","WR","K.Clay","00-0032115"
"325",2017,"Kai Forbath","MIN","K","K.Forbath","00-0028787"
"326",2017,"Kalif Raymond","NYG","WR","K.Raymond","00-0032464"
"327",2017,"Kamar Aiken","IND","WR","K.Aiken","00-0028497"
"328",2017,"Kapri Bibbs","WAS","RB","K.Bibbs","00-0031102"
"329",2017,"Kareem Hunt","KC","RB","K.Hunt","00-0033923"
"330",2017,"Kasen Williams","CLE","WR","K.Williams","00-0032250"
"331",2017,"Keelan Cole","JAX","WR","K.Cole","00-0033681"
"332",2017,"Keenan Allen","LAC","WR","K.Allen","00-0030279"
"333",2017,"Kellen Clemens","LAC","QB","K.Clemens","00-0024264"
"334",2017,"Kelvin Benjamin","BUF","WR","K.Benjamin","00-0031359"
"335",2017,"Kendall Wright","CHI","WR","K.Wright","00-0029708"
"336",2017,"Kendrick Bourne","SF","WR","K.Bourne","00-0033307"
"337",2017,"Kenjon Barner","PHI","RB","K.Barner","00-0030465"
"338",2017,"Kenny Britt","NE","WR","K.Britt","00-0027006"
"339",2017,"Kenny Golladay","DET","WR","K.Golladay","00-0033932"
"340",2017,"Kenny Stills","MIA","WR","K.Stills","00-0030085"
"341",2017,"Kenyan Drake","MIA","RB","K.Drake","00-0033118"
"342",2017,"Kerwynn Williams","ARI","RB","K.Williams","00-0030117"
"343",2017,"Kevin Hogan","CLE","QB","K.Hogan","00-0032784"
"344",2017,"Kevin White","CHI","WR","K.White","00-0031545"
"345",2017,"Kirk Cousins","WAS","QB","K.Cousins","00-0029604"
"346",2017,"Kyle Juszczyk","SF","FB","K.Juszczyk","00-0029892"
"347",2017,"Kyle Rudolph","MIN","TE","K.Rudolph","00-0027981"
"348",2017,"Lamar Miller","HOU","RB","L.Miller","00-0029615"
"349",2017,"Lance Dunbar","LA","RB","L.Dunbar","00-0029004"
"350",2017,"Lance Kendricks","GB","TE","L.Kendricks","00-0027985"
"351",2017,"Landry Jones","PIT","QB","L.Jones","00-0030524"
"352",2017,"Laquon Treadwell","MIN","WR","L.Treadwell","00-0032951"
"353",2017,"Larry Fitzgerald","ARI","WR","L.Fitzgerald","00-0022921"
"354",2017,"Larry Pinkard","JAX","WR","L.Pinkard","00-0031834"
"355",2017,"Latavius Murray","MIN","RB","L.Murray","00-0030513"
"356",2017,"Lawrence Thomas","NYJ","FB","L.Thomas","00-0032740"
"357",2017,"Le'Veon Bell","PIT","RB","L.Bell","00-0030496"
"358",2017,"Lee Smith","OAK","TE","L.Smith","00-0028097"
"359",2017,"LeGarrette Blount","PHI","RB","L.Blount","00-0027325"
"360",2017,"Leonard Fournette","JAX","RB","L.Fournette","00-0033856"
"361",2017,"Leonte Carroo","MIA","WR","L.Carroo","00-0033060"
"362",2017,"LeSean McCoy","BUF","RB","L.McCoy","00-0027029"
"363",2017,"LeShun Daniels","WAS","RB","L.Daniels","00-0033384"
"364",2017,"Levine Toilolo","ATL","TE","L.Toilolo","00-0030443"
"365",2017,"Logan Paulsen","SF","TE","L.Paulsen","00-0027215"
"366",2017,"Logan Thomas","BUF","TE","L.Thomas","00-0031260"
"367",2017,"Louis Murphy","SF","WR","L.Murphy","00-0027089"
"368",2017,"Luke Stocker","TEN","TE","L.Stocker","00-0028042"
"369",2017,"Luke Willson","SEA","TE","L.Willson","00-0030089"
"370",2017,"Mack Hollins","PHI","WR","M.Hollins","00-0033555"
"371",2017,"Malcolm Brown","LA","RB","M.Brown","00-0031806"
"372",2017,"Marcedes Lewis","JAX","TE","M.Lewis","00-0024243"
"373",2017,"Marcus Johnson","PHI","WR","M.Johnson","00-0032980"
"374",2017,"Marcus Mariota","TEN","QB","M.Mariota","00-0032268"
"375",2017,"Marcus Murphy","BUF","RB","M.Murphy","00-0031959"
"376",2017,"Mark Ingram","NO","RB","M.Ingram","00-0027966"
"377",2017,"Markus Wheaton","CHI","WR","M.Wheaton","00-0030460"
"378",2017,"Marlon Mack","IND","RB","M.Mack","00-0033951"
"379",2017,"Marqise Lee","JAX","WR","M.Lee","00-0031431"
"380",2017,"MarQueis Gray","MIA","TE","M.Gray","00-0029878"
"381",2017,"Marquis Bundy","NYG","WR","M.Bundy","00-0033087"
"382",2017,"Marquise Goodwin","SF","WR","M.Goodwin","00-0030068"
"383",2017,"Marshall Koehn","CIN","K","M.Koehn","00-0032616"
"384",2017,"Marshawn Lynch","OAK","RB","M.Lynch","00-0025399"
"385",2017,"Martavis Bryant","PIT","WR","M.Bryant","00-0031373"
"386",2017,"Martellus Bennett","NE","TE","M.Bennett","00-0026201"
