Team,actual_points,name,pos_keep,predicted_points
ARI,,L.Fitzgerald,WR,66.3797607421875
ARI,,D.Johnson,RB,141.11614990234375
ARI,,P.Cooper,WR,9.10667896270752
ARI,,R.Seals-Jones,TE,24.233854293823242
ARI,,C.Williams,WR,8.134065628051758
ARI,,T.Logan,RB,6.08487606048584
ARI,,T.Sherfield,WR,8.175918579101562
ARI,,C.Edmonds,RB,11.07606029510498
ARI,,C.Kirk,WR,20.115345001220703
OAK,,M.Glennon,QB,27.882186889648438
OAK,,J.Nelson,WR,37.52278137207031
MIA,,J.Rosen,QB,18.867938995361328
TEN,,J.Tolliver,WR,4.691912651062012
ARI,,M.Williams,TE,9.769886016845703
DEN,,J.Flacco,QB,112.06398010253906
BUF,,J.Brown,WR,54.40277862548828
NO,,J.Allen,RB,30.26976776123047
BAL,,N.Boyle,TE,13.563667297363281
BAL,,C.Moore,WR,13.80148696899414
BAL,,K.Dixon,RB,25.827363967895508
BAL,,G.Edwards,RB,21.573257446289062
BAL,,D.Turner,RB,4.535640716552734
BAL,,M.Andrews,TE,18.395118713378906
BAL,,L.Jackson,QB,39.23143768310547
BAL,,H.Hurst,TE,10.686482429504395
NYJ,,T.Montgomery,RB,33.28184127807617
NYJ,,T.White,WR,2.3216745853424072
ARI,,D.Anderson,QB,23.2187442779541
ARI,,C.Clay,TE,41.419898986816406
OAK,,N.Peterman,QB,15.354483604431152
BUF,,L.McCoy,RB,92.44803619384766
BUF,,M.Barkley,QB,22.367521286010742
BUF,,M.Murphy,RB,14.982725143432617
BUF,,I.McKenzie,WR,-2.3851613998413086
BUF,,Z.Jones,WR,25.971595764160156
BUF,,J.Croom,TE,4.282223701477051
BUF,,R.McCloud,WR,5.6920976638793945
BUF,,R.Foster,WR,37.13335037231445
BUF,,C.Phillips,WR,0.992241621017456
BUF,,J.Allen,QB,88.57482147216797
NYJ,,D.Thompson,WR,20.279163360595703
HOU,,T.Jones,RB,16.458293914794922
JAX,,T.Pryor,WR,51.38921356201172
DET,,L.Thomas,TE,19.706750869750977
ARI,,D.Byrd,WR,14.059887886047363
ATL,,K.Barner,RB,10.085071563720703
CAR,,G.Olsen,TE,61.92182922363281
CAR,,C.Newton,QB,217.3105926513672
CAR,,T.Smith,WR,47.21192169189453
CAR,,J.Wright,WR,30.534942626953125
CAR,,C.Artis-Payne,RB,33.81904983520508
CAR,,C.Manhertz,TE,13.672389030456543
CAR,,T.Heinicke,QB,4.475421905517578
CAR,,C.McCaffrey,RB,64.07955932617188
CAR,,C.Samuel,WR,14.03516674041748
CAR,,I.Thomas,TE,15.815140724182129
CAR,,K.Allen,QB,25.011268615722656
CAR,,D.Moore,WR,30.576997756958008
IND,,D.Funchess,WR,42.167640686035156
CLE,,G.Gilbert,QB,3.081058979034424
ARI,,K.White,WR,7.032777786254883
NYJ,,J.Bellamy,WR,20.234697341918945
JAX,,B.Cunningham,RB,15.90125560760498
CHI,,C.Daniel,QB,10.222373962402344
CHI,,T.Burton,TE,30.5018310546875
CHI,,T.Gabriel,WR,43.707374572753906
CHI,,B.Braunecker,TE,6.652161121368408
CHI,,T.Cohen,RB,42.399662017822266
CHI,,M.Trubisky,QB,49.45184326171875
CHI,,A.Shaheen,TE,13.36097526550293
CHI,,T.Mizzell,RB,7.907957077026367
CHI,,A.Miller,WR,21.296262741088867
CHI,,J.Wims,WR,6.887784481048584
PHI,,J.Howard,RB,50.74103927612305
ARI,,D.Johnson,RB,48.01956558227539
HOU,,D.Fells,TE,18.979808807373047
CLE,,J.Landry,WR,42.48738479614258
CLE,,R.Higgins,WR,16.199024200439453
CLE,,D.Njoku,TE,20.45418930053711
CLE,,D.Willies,WR,16.3353214263916
CLE,,D.Ratley,WR,9.680685997009277
CLE,,A.Callaway,WR,20.42169952392578
CLE,,N.Chubb,RB,30.934186935424805
CLE,,B.Mayfield,QB,44.88869094848633
LAC,,T.Taylor,QB,36.87632369995117
TB,,B.Perriman,WR,8.789165496826172
OAK,,T.Williams,WR,19.887556076049805
DEN,,D.Jackson,RB,4.078145980834961
BUF,,C.Beasley,WR,30.256141662597656
JAX,,G.Swaim,TE,13.16808795928955
DAL,,T.Austin,WR,26.632143020629883
DAL,,A.Hurns,WR,37.47633743286133
DAL,,A.Cooper,WR,89.21603393554688
DAL,,E.Elliott,RB,131.72035217285156
DAL,,D.Prescott,QB,109.81343078613281
DAL,,N.Brown,WR,6.395340919494629
DAL,,R.Gathers,TE,5.85671854019165
DAL,,B.Jarwin,TE,34.67689514160156
DAL,,D.Schultz,TE,5.7662434577941895
DAL,,M.Gallup,WR,23.657243728637695
NYG,,R.Smith,RB,18.87662696838379
OAK,,L.Willson,TE,9.875672340393066
DET,,M.Stafford,QB,172.11802673339844
DET,,M.Jones,WR,56.98240280151367
DET,,T.Riddick,RB,48.4110107421875
DET,,K.Golladay,WR,40.09642791748047
DET,,A.Jones,WR,13.259757041931152
DET,,K.Johnson,RB,22.499120712280273
DET,,B.Powell,WR,12.6061429977417
PIT,,T.Jones,WR,18.4493465423584
OAK,,R.Grant,WR,20.35781478881836
OAK,,E.Swoope,TE,8.134719848632812
IND,,T.Hilton,WR,91.34394836425781
IND,,A.Luck,QB,138.31045532226562
IND,,J.Doyle,TE,19.64356803894043
IND,,E.Ebron,TE,73.5918960571289
IND,,C.Rogers,WR,24.267173767089844
IND,,J.Brissett,QB,26.799009323120117
IND,,M.Johnson,WR,13.76700210571289
IND,,M.Mack,RB,60.35236358642578
IND,,M.Alie-Cox,TE,9.427644729614258
IND,,N.Hines,RB,23.624736785888672
IND,,J.Wilkins,RB,11.657441139221191
NE,,D.Inman,WR,27.51034927368164
OAK,,D.Washington,RB,9.72158145904541
NO,,D.Brees,QB,178.36375427246094
NO,,T.Ginn,WR,55.132347106933594
NO,,J.Hill,TE,13.387857437133789
NO,,T.Bridgewater,QB,-6.257375717163086
NO,,C.Meredith,WR,26.465604782104492
NO,,M.Thomas,WR,67.14556121826172
NO,,A.Kamara,RB,75.77393341064453
NO,,T.Hill,QB,9.12661361694336
NO,,A.Carr,WR,12.42578125
NO,,K.Kirkwood,WR,9.190977096557617
BAL,,M.Ingram,RB,115.67086791992188
DET,,T.Lewis,WR,14.397428512573242
CAR,,T.Smith,WR,35.25439453125
NE,,B.Watson,TE,53.616920471191406
GB,,J.Williams,RB,5.366093158721924
OAK,,I.Crowell,RB,56.852359771728516
BUF,,A.Roberts,WR,10.351590156555176
NO,,R.Matthews,WR,47.44812774658203
NYJ,,B.Powell,RB,66.71945190429688
NYJ,,Q.Enunwa,WR,29.12040138244629
NYJ,,R.Anderson,WR,46.82813262939453
NYJ,,C.Peake,WR,8.4393310546875
NYJ,,E.Tomlinson,TE,8.308867454528809
NYJ,,E.McGuire,RB,27.636962890625
NYJ,,T.Cannon,RB,12.538883209228516
NYJ,,D.Burnett,WR,10.52946662902832
NYJ,,C.Herndon,TE,14.949024200439453
NYJ,,S.Darnold,QB,40.06224822998047
DET,,J.Kearse,WR,40.92344665527344
ATL,,J.Jones,WR,5.5872802734375
TB,,J.Leggett,TE,5.449830532073975
KC,,N.Sterling,TE,10.062808990478516
LA,,D.Henderson,RB,5.710095405578613
OAK,,J.Nelson,WR,92.6302490234375
OAK,,D.Martin,RB,46.454742431640625
OAK,,D.Carrier,TE,10.544086456298828
OAK,,D.Carr,QB,95.1704330444336
OAK,,D.Waller,TE,9.949085235595703
OAK,,D.Washington,RB,26.14813232421875
OAK,,J.Richard,RB,22.603605270385742
OAK,,K.Hatcher,WR,6.3849778175354
OAK,,M.Ateman,WR,13.103754043579102
BUF,,L.Smith,TE,16.424762725830078
NO,,J.Cook,TE,60.69963455200195
NO,,D.Harris,WR,24.750125885009766
BAL,,S.Roberts,WR,30.803468704223633
HOU,,A.McCarron,QB,17.607593536376953
OAK,,A.Brown,WR,160.38134765625
DET,,J.James,TE,23.95223045349121
PIT,,B.Roethlisberger,QB,168.7491455078125
PIT,,V.McDonald,TE,50.20213317871094
PIT,,X.Grimble,TE,10.381738662719727
PIT,,E.Rogers,WR,18.764562606811523
PIT,,J.Conner,RB,66.14983367919922
PIT,,R.Switzer,WR,9.12544059753418
PIT,,J.Smith-Schuster,WR,39.238224029541016
PIT,,J.Dobbs,QB,3.7533481121063232
PIT,,J.Samuels,RB,21.055383682250977
PIT,,J.Washington,WR,8.933440208435059
MIA,,M.Walton,RB,5.112268447875977
BUF,,T.Kroft,TE,9.565214157104492
CIN,,A.Green,WR,129.83697509765625
CIN,,A.Dalton,QB,135.44317626953125
CIN,,G.Bernard,RB,46.20177459716797
CIN,,T.Eifert,TE,42.35881805419922
CIN,,C.Uzomah,TE,14.788948059082031
CIN,,A.Erickson,WR,11.6962890625
CIN,,C.Core,WR,17.905134201049805
CIN,,T.Boyd,WR,27.833600997924805
CIN,,J.Ross,WR,8.351394653320312
CIN,,J.Malone,WR,9.05836296081543
CIN,,J.Mixon,RB,34.7264518737793
CIN,,J.Driskel,QB,9.998943328857422
CIN,,J.Franks,TE,4.817191123962402
CIN,,A.Tate,WR,5.8032097816467285
MIA,,K.Stills,WR,57.35670852661133
MIA,,B.Butler,WR,24.461578369140625
MIA,,A.Wilson,WR,44.95366287231445
MIA,,D.Parker,WR,34.68758010864258
MIA,,N.O'Leary,TE,20.189258575439453
MIA,,J.Grant,WR,17.259891510009766
MIA,,K.Drake,RB,48.03248596191406
MIA,,D.Smythe,TE,6.686710357666016
MIA,,K.Ballage,RB,16.854286193847656
MIA,,M.Gesicki,TE,8.001029968261719
TEN,,R.Tannehill,QB,60.71308135986328
BUF,,F.Gore,RB,70.51378631591797
BUF,,S.Perry,RB,1.510883092880249
DET,,D.Amendola,WR,79.85575103759766
NE,,B.Bolden,RB,41.04654312133789
MIA,,D.Allen,TE,48.86760330200195
BAL,,J.Hill,RB,53.51984405517578
CAR,,C.Hogan,WR,26.218280792236328
CHI,,C.Patterson,WR,29.872100830078125
NE,,T.Brady,QB,188.24928283691406
NE,,B.Hoyer,QB,26.652387619018555
NE,,J.Edelman,WR,95.03414916992188
NE,,J.Gordon,WR,73.24735260009766
NE,,R.Burkhead,RB,32.61516189575195
NE,,J.White,RB,87.70317077636719
NE,,P.Dorsett,WR,29.633132934570312
NE,,S.Michel,RB,25.981538772583008
SEA,,J.Hollister,TE,9.999109268188477
MIA,,R.Fitzpatrick,QB,147.5828094482422
TEN,,A.Humphries,WR,38.167633056640625
PHI,,D.Jackson,WR,87.75177764892578
TB,,C.Brate,TE,21.699844360351562
TB,,M.Evans,WR,112.2640151977539
TB,,J.Winston,QB,120.65054321289062
TB,,P.Barber,RB,44.5545654296875
TB,,A.Auclair,TE,4.709953308105469
TB,,B.Wilson,WR,5.780736446380615
TB,,O.Howard,TE,28.07811737060547
TB,,C.Godwin,WR,26.90763282775879
TB,,J.Watson,WR,3.8971617221832275
TEN,,T.Taylor,WR,8.988839149475098
NO,,M.Dayes,RB,-0.13990235328674316
SF,,G.Celek,TE,20.39532470703125
SF,,M.Goodwin,WR,23.994773864746094
SF,,J.Garoppolo,QB,32.6291389465332
SF,,R.Mostert,RB,20.84880828857422
SF,,G.Kittle,TE,28.033349990844727
