abs_value,name,value
0.05628673732280731,points_var_player_prev,0.05628673732280731
0.033689454197883606,points_per_game_player_prev,0.033689454197883606
0.01889677532017231,passyds_career_old_Team_prev,0.01889677532017231
0.01807352527976036,points_player_prev,0.01807352527976036
0.015580793842673302,recyds_var_Team_prev_delta,0.015580793842673302
0.012346575036644936,recyds_career_old_Team_prev,0.012346575036644936
0.01100879441946745,pass.tds_career_player_prev,0.01100879441946745
0.009360205382108688,rushyds_career_player_prev,0.009360205382108688
0.008700588718056679,puntret.tds_per_game_new_Team_prev,0.008700588718056679
0.008404440246522427,fumbslost_delta_sched,0.008404440246522427
0.008063243702054024,totalfumbs_career_new_Team_prev,0.008063243702054024
0.00777147663757205,exp_keep,0.00777147663757205
0.007359717972576618,rushtds_curr_sched,0.007359717972576618
0.007286678999662399,rushtds_per_game_Team_prev_delta,0.007286678999662399
0.00690824817866087,pass.comp_career_per_game_player_prev,0.00690824817866087
0.006837890483438969,totalfumbs_career_old_Team_prev,0.006837890483438969
0.0067411609925329685,rush.twoptm_career_player_prev,0.0067411609925329685
0.006103546358644962,puntret.tds_curr_sched,0.006103546358644962
0.006069777999073267,fumbslost_var_old_Team_prev,0.006069777999073267
0.005554497241973877,recyds_career_new_Team_prev,0.005554497241973877
0.004980461671948433,puntret.tds_var_old_Team_prev,0.004980461671948433
0.004905660171061754,total_games_player_prev,0.004905660171061754
0.004764650948345661,pass.att_career_player_prev,0.004764650948345661
0.004742474295198917,totalfumbs_var_Team_prev_delta,0.004742474295198917
0.004736750386655331,kick.rets_old_Team_prev,0.004736750386655331
0.004698034375905991,pass.twoptm_career_old_Team_prev,0.004698034375905991
0.004446572624146938,kickret.tds_var_new_Team_prev,0.004446572624146938
0.004406064748764038,pass.tds_career_old_Team_prev,0.004406064748764038
0.004323839675635099,puntret.avg_old_Team_prev,0.004323839675635099
0.004317200742661953,rush.twoptm_career_per_game_old_Team_prev,0.004317200742661953
0.0042471508495509624,int_pass_per_att_Team_prev_delta,0.0042471508495509624
0.004240428563207388,puntret.avg_career_new_Team_prev,0.004240428563207388
0.004129510372877121,pass.ints_career_old_Team_prev,0.004129510372877121
0.004121299367398024,rushtds_var_player_prev,0.004121299367398024
0.004117486998438835,recept_career_per_game_old_Team_prev,0.004117486998438835
