PLAYER,POS,TEAM,AGE,YRS,DOLLARS,AVERAGE SALARY,GUARANTEED ,PRACTICAL GUARANTEES,% GTD,FREE AGENT
Jalen Hurd (2019-2022),WR,SF,23,4,"$4,279,678 ","$1,069,920 ","$1,132,492 ","$1,132,492 ",26.46%,2023
Andrew DePaola (2018-2021),LS,OAK,31,4,"$4,270,000 ","$1,067,500 ","$875,000 ","$875,000 ",20.49%,2022
Jachai Polite (2019-2022),OLB,NYJ,21,4,"$4,265,902 ","$1,066,476 ","$1,122,472 ","$1,122,472 ",26.31%,2023
Tyler Boyd (2016-2019),WR,CIN,25,4,"$4,258,969 ","$1,064,742 ","$1,941,021 ","$1,941,021 ",45.57%,2020
Josh Oliver (2019-2022),TE,JAX,22,4,"$4,250,844 ","$1,062,711 ","$1,111,524 ","$1,111,524 ",26.15%,2023
Jason Witten (2019-2019),TE,DAL,37,1,"$4,250,000 ","$4,250,000 ",-,-,-,2020
Josh Jones (2017-2020),S,GB,24,4,"$4,233,413 ","$1,058,353 ","$1,218,846 ","$1,218,846 ",28.79%,2021
Cody Whitehair (2016-2019),C,CHI,26,4,"$4,224,566 ","$1,056,142 ","$1,914,438 ","$1,914,438 ",45.32%,2020
Darrell Henderson (2019-2022),RB,LA,21,4,"$4,212,005 ","$1,053,001 ","$1,090,656 ","$1,090,656 ",25.89%,2023
Randy Bullock (2018-2020),K,CIN,29,2,"$4,205,000 ","$2,102,500 ","$750,000 ","$750,000 ",17.84%,2021
Anthony Levine (2017-2019),ILB,BAL,32,3,"$4,200,000 ","$1,400,000 ","$1,300,000 ","$1,300,000 ",30.95%,2020
JuJu Smith-Schuster (2017-2020),WR,PIT,22,4,"$4,195,779 ","$1,048,945 ","$1,847,192 ","$1,847,192 ",44.03%,2021
Dion Dawkins (2017-2020),LT,BUF,25,4,"$4,183,239 ","$1,045,810 ","$1,837,503 ","$1,837,503 ",43.93%,2021
Dre'Mont Jones (2019-2022),DE,DEN,22,4,"$4,158,800 ","$1,039,700 ","$1,066,400 ","$1,066,400 ",25.64%,2023
Taylor Moton (2017-2020),LT,CAR,24,4,"$4,158,152 ","$1,039,538 ","$2,283,117 ","$2,283,117 ",54.91%,2021
Aaron Brewer (2018-2021),LS,ARI,28,4,"$4,150,000 ","$1,037,500 ","$620,000 ","$620,000 ",14.94%,2022
John Simon (2019-2020),DE,NE,28,2,"$4,150,000 ","$2,075,000 ","$1,600,000 ","$1,600,000 ",38.55%,2021
Craig Robertson (2019-2020),ILB,NO,31,2,"$4,100,000 ","$2,050,000 ","$2,300,000 ","$2,300,000 ",56.10%,2021
Brandon Parker (2018-2021),T,OAK,23,4,"$4,095,336 ","$1,023,834 ","$1,058,424 ","$1,058,424 ",25.84%,2022
Sean Davis (2016-2019),FS,PIT,25,4,"$4,086,970 ","$1,021,743 ","$1,808,113 ","$1,808,113 ",44.24%,2020
Lorenzo Carter (2018-2021),DE,NYG,23,4,"$4,083,482 ","$1,020,871 ","$1,049,804 ","$1,049,804 ",25.71%,2022
Sam Beal (2018-2021),CB,NYG,22,4,"$4,082,294 ","$1,020,574 ","$1,048,490 ","$1,048,490 ",25.68%,2022
Chad Thomas (2018-2021),DE,CLE,23,4,"$4,081,617 ","$1,020,404 ","$1,048,940 ","$1,048,940 ",25.70%,2022
Justin Reid (2018-2021),S,HOU,22,4,"$4,063,423 ","$1,015,856 ","$1,039,656 ","$1,039,656 ",25.59%,2022
B.J. Hill (2018-2021),DT,NYG,23,4,"$4,047,880 ","$1,011,970 ","$1,029,516 ","$1,029,516 ",25.43%,2022
David Montgomery (2019-2022),RB,CHI,22,4,"$4,015,380 ","$1,003,845 ","$1,046,180 ","$1,046,180 ",26.05%,2023
Evan Smith (2018-2019),C,TB,32,2,"$4,000,000 ","$2,000,000 ","$1,000,000 ","$1,000,000 ",25.00%,2020
Robert Griffin III (2019-2020),QB,BAL,29,2,"$4,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",50.00%,2021
Bruce Irvin (2019-2019),DE,CAR,32,1,"$4,000,000 ","$4,000,000 ","$1,500,000 ","$1,500,000 ",37.50%,2020
Justin Bethel (2019-2020),CB,BAL,29,2,"$4,000,000 ","$2,000,000 ","$1,000,000 ","$1,000,000 ",25.00%,2021
Michael Thomas (2018-2019),FS,NYG,30,2,"$4,000,000 ","$2,000,000 ","$800,000 ","$800,000 ",20.00%,2020
Tyler Eifert (2019-2019),TE,CIN,28,1,"$4,000,000 ","$4,000,000 ","$1,200,000 ","$1,200,000 ",30.00%,2020
Matt Barkley (2019-2020),QB,BUF,28,2,"$4,000,000 ","$2,000,000 ","$600,000 ","$600,000 ",15.00%,2021
Kevin McDermott (2016-2020),LS,MIN,29,4,"$4,000,000 ","$1,000,000 ","$500,000 ","$500,000 ",12.50%,2021
Shaquil Barrett (2019-2019),OLB,TB,26,1,"$4,000,000 ","$4,000,000 ","$3,000,000 ","$3,000,000 ",75.00%,2020
Breshad Perriman (2019-2019),WR,TB,25,1,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",100.00%,2020
Fred Warner (2018-2021),OLB,SF,22,4,"$3,979,325 ","$994,831 ","$1,010,188 ","$1,010,188 ",25.39%,2022
Vonn Bell (2016-2019),SS,NO,24,4,"$3,972,299 ","$993,075 ","$1,088,945 ","$1,088,945 ",27.41%,2020
James Bradberry (2016-2019),CB,CAR,25,4,"$3,960,836 ","$990,209 ","$1,710,646 ","$1,710,646 ",43.19%,2020
Royce Freeman (2018-2021),RB,DEN,23,4,"$3,940,020 ","$985,005 ","$997,020 ","$997,020 ",25.30%,2022
Adam Gotsis (2016-2019),DE,DEN,26,4,"$3,937,904 ","$984,476 ","$2,012,926 ","$2,012,926 ",51.12%,2020
Mason Rudolph (2018-2021),QB,PIT,23,4,"$3,921,886 ","$980,472 ","$932,264 ","$932,264 ",23.77%,2022
Larry Ogunjobi (2017-2020),DT,CLE,25,4,"$3,907,264 ","$976,816 ","$981,564 ","$981,564 ",25.12%,2021
Jon Weeks (2015-2019),LS,HOU,33,4,"$3,900,000 ","$975,000 ","$330,000 ","$330,000 ",8.46%,2020
Devin Singletary (2019-2022),RB,BUF,21,4,"$3,898,000 ","$974,500 ","$1,035,824 ","$1,035,824 ",26.57%,2023
Ahkello Witherspoon (2017-2020),CB,SF,24,4,"$3,884,665 ","$971,166 ","$973,572 ","$973,572 ",25.06%,2021
Nathan Shepherd (2018-2021),DT,NYJ,25,4,"$3,875,724 ","$968,931 ","$987,724 ","$987,724 ",25.48%,2022
Adam Vinatieri (2019-2019),K,IND,46,1,"$3,875,000 ","$3,875,000 ","$2,000,000 ","$2,000,000 ",51.61%,2020
Jace Sternberger (2019-2022),TE,GB,23,4,"$3,865,528 ","$966,382 ","$1,006,528 ","$1,006,528 ",26.04%,2023
Alvin Kamara (2017-2020),RB,NO,23,4,"$3,857,772 ","$964,443 ","$972,772 ","$972,772 ",25.22%,2021
Will Grier (2019-2022),QB,CAR,24,4,"$3,852,996 ","$963,249 ","$822,180 ","$822,180 ",21.34%,2023
Terry McLaurin (2019-2022),WR,WAS,23,4,"$3,847,671 ","$961,918 ","$1,003,220 ","$1,003,220 ",26.07%,2023
Dawuane Smoot (2017-2020),DE,JAX,24,4,"$3,846,263 ","$961,566 ","$964,160 ","$964,160 ",25.07%,2021
Cooper Kupp (2017-2020),WR,LA,26,4,"$3,831,760 ","$957,940 ","$954,760 ","$954,760 ",24.92%,2021
Chase Winovich (2019-2022),DE,NE,24,4,"$3,827,312 ","$956,828 ","$997,312 ","$997,312 ",26.06%,2023
Michael Deiter (2019-2022),G,MIA,0,4,"$3,814,248 ","$953,562 ","$985,248 ","$985,248 ",25.83%,2023
Jerome Baker (2018-2021),OLB,MIA,22,4,"$3,809,200 ","$952,300 ","$975,200 ","$975,200 ",25.60%,2022
David Long (2019-2022),CB,LA,21,4,"$3,801,391 ","$950,348 ","$973,060 ","$973,060 ",25.60%,2023
James Develin (2018-2020),FB,NE,30,2,"$3,800,000 ","$1,900,000 ","$600,000 ","$600,000 ",15.79%,2021
Matt Schaub (2019-2020),QB,ATL,38,2,"$3,780,000 ","$1,890,000 ","$750,000 ","$750,000 ",19.84%,2021
Eli Rogers (2019-2020),WR,PIT,26,2,"$3,750,000 ","$1,875,000 ","$500,000 ","$500,000 ",13.33%,2021
Lorenzo Alexander (2019-2019),OLB,BUF,36,1,"$3,750,000 ","$3,750,000 ","$1,600,000 ","$1,600,000 ",42.67%,2020
Eric Kush (2019-2020),G,CLE,29,1,"$3,750,000 ","$3,750,000 ","$700,000 ","$700,000 ",18.67%,2021
Markus Golden (2019-2019),DE,NYG,28,1,"$3,750,000 ","$3,750,000 ","$2,225,000 ","$2,225,000 ",59.33%,2020
Pat Elflein (2017-2020),C,MIN,24,4,"$3,747,840 ","$936,960 ","$936,840 ","$936,840 ",25.00%,2021
Geron Christian (2018-2021),T,WAS,22,4,"$3,746,992 ","$936,748 ","$968,992 ","$968,992 ",25.86%,2022
Derrick Nnadi (2018-2021),DT,KC,23,4,"$3,745,600 ","$936,400 ","$959,400 ","$959,400 ",25.61%,2022
Sione Takitaki (2019-2022),LB,CLE,0,4,"$3,735,876 ","$933,969 ","$960,876 ","$960,876 ",25.72%,2023
Dan Feeney (2017-2020),G,LAC,25,4,"$3,731,632 ","$932,908 ","$924,632 ","$924,632 ",24.78%,2021
Nate Davis (2019-2022),G,TEN,22,4,"$3,700,180 ","$925,045 ","$934,680 ","$934,680 ",25.26%,2023
Brandon Bolden (2019-2020),RB,NE,29,2,"$3,700,000 ","$1,850,000 ","$2,000,000 ","$2,000,000 ",54.05%,2021
Jordan Berry (2019-2020),P,PIT,28,2,"$3,700,000 ","$1,850,000 ","$750,000 ","$750,000 ",20.27%,2021
Justin Layne (2019-2022),CB,PIT,21,4,"$3,683,180 ","$920,795 ","$922,180 ","$922,180 ",25.04%,2023
Taywan Taylor (2017-2020),WR,TEN,24,4,"$3,681,012 ","$920,253 ","$916,012 ","$916,012 ",24.88%,2021
Khalen Saunders (2019-2022),DT,KC,22,4,"$3,673,180 ","$918,295 ","$915,180 ","$915,180 ",24.92%,2023
Jaylon Ferguson (2019-2022),DE,BAL,23,4,"$3,654,808 ","$913,702 ","$903,308 ","$903,308 ",24.72%,2023
Kahale Warring (2019-2022),TE,HOU,22,4,"$3,640,456 ","$910,114 ","$892,204 ","$892,204 ",24.51%,2023
Kevin Byard (2016-2019),FS,TEN,25,4,"$3,634,287 ","$908,572 ","$897,060 ","$897,060 ",24.68%,2020
Damien Harris (2019-2022),RB,NE,22,4,"$3,631,136 ","$907,784 ","$886,136 ","$886,136 ",24.40%,2023
Cody Barton (2019-2022),LB,SEA,0,4,"$3,626,124 ","$906,531 ","$884,124 ","$884,124 ",24.38%,2023
Justin Jones (2018-2021),DT,LAC,23,4,"$3,623,026 ","$905,757 ","$854,140 ","$854,140 ",23.58%,2022
Bobby Okereke (2019-2022),LB,IND,22,4,"$3,622,116 ","$905,529 ","$883,116 ","$883,116 ",24.38%,2023
Sam Hubbard (2018-2021),DE,CIN,24,4,"$3,619,200 ","$904,800 ","$929,200 ","$929,200 ",25.67%,2022
Connor McGovern (2019-2022),C,DAL,26,4,"$3,618,108 ","$904,527 ","$882,108 ","$882,108 ",24.38%,2023
Jordan Willis (2017-2020),DE,CIN,24,4,"$3,617,400 ","$904,350 ","$904,400 ","$904,400 ",25.00%,2021
Trey Pipkins (2019-2022),T,LAC,22,4,"$3,607,576 ","$901,894 ","$877,076 ","$877,076 ",24.31%,2023
Jason Verrett (2019-2019),CB,SF,28,1,"$3,600,000 ","$3,600,000 ","$1,000,000 ","$1,000,000 ",27.78%,2020
Joe Thomas (2018-2019),ILB,DAL,28,2,"$3,600,000 ","$1,800,000 ","$600,000 ","$600,000 ",16.67%,2020
Carl Nassib (2016-2019),DE,TBSigned w/CLE,26,4,"$3,598,862 ","$899,716 ","$889,752 ","$889,752 ",24.72%,2020
Malik Jefferson (2018-2021),OLB,CIN,22,4,"$3,593,728 ","$898,432 ","$923,728 ","$923,728 ",25.70%,2022
Rasheem Green (2018-2021),DE,SEA,22,4,"$3,572,556 ","$893,139 ","$912,556 ","$912,556 ",25.54%,2022
Chris Wormley (2017-2020),DT,BAL,25,4,"$3,559,643 ","$889,911 ","$898,643 ","$898,643 ",25.25%,2021
Maliek Collins (2016-2019),DT,DAL,24,4,"$3,550,180 ","$887,545 ","$881,152 ","$881,152 ",24.82%,2020
Martinas Rankin (2018-2021),C,HOU,24,4,"$3,546,268 ","$886,567 ","$901,268 ","$901,268 ",25.41%,2022
C.J. Beathard (2017-2020),QB,SF,25,4,"$3,528,646 ","$882,162 ","$706,288 ","$706,288 ",20.02%,2021
Jake McQuaide (2018-2020),LS,LA,31,3,"$3,525,000 ","$1,175,000 ","$385,000 ","$385,000 ",10.92%,2021
Michael Gallup (2018-2021),WR,DAL,23,4,"$3,523,980 ","$880,995 ","$889,980 ","$889,980 ",25.26%,2022
Dawson Knox (2019-2022),TE,BUF,22,4,"$3,521,600 ","$880,400 ","$822,180 ","$822,180 ",23.35%,2023
Duke Riley (2017-2020),OLB,ATL,24,4,"$3,517,752 ","$879,438 ","$889,752 ","$889,752 ",25.29%,2021
Bobby Evans (2019-2022),T,LA,0,4,"$3,513,891 ","$878,473 ","$822,180 ","$822,180 ",23.40%,2023
Tracy Walker (2018-2021),S,DET,24,4,"$3,511,988 ","$877,997 ","$881,988 ","$881,988 ",25.11%,2022
Quincy Williams (2019-2022),LB,JAX,22,4,"$3,506,034 ","$876,509 ","$822,180 ","$822,180 ",23.45%,2023
Sean Lee (2019-2019),OLB,DAL,32,1,"$3,500,000 ","$3,500,000 ",-,-,-,2020
Vladimir Ducasse (2017-2019),G,BUF,31,3,"$3,500,000 ","$1,166,667 ","$1,100,000 ","$1,100,000 ",31.43%,2020
Sherrick McManis (2018-2019),CB,CHI,31,2,"$3,500,000 ","$1,750,000 ","$1,100,000 ","$1,100,000 ",31.43%,2020
Rafael Bush (2018-2019),FS,BUF,32,2,"$3,500,000 ","$1,750,000 ","$900,000 ","$900,000 ",25.71%,2020
Case Keenum (2019-2019),QB,WAS,31,1,"$3,500,000 ","$3,500,000 ",-,-,-,2020
Pat O'Donnell (2019-2020),P,CHI,28,2,"$3,500,000 ","$1,750,000 ","$1,750,000 ","$1,750,000 ",50.00%,2021
Eric Rowe (2019-2019),CB,MIA,26,1,"$3,500,000 ","$3,500,000 ","$500,000 ","$500,000 ",14.29%,2020
Brandon King (2019-2021),FS,NE,26,2,"$3,500,000 ","$1,750,000 ",-,-,-,2022
Orlando Brown Jr. (2018-2021),T,BAL,23,4,"$3,491,720 ","$872,930 ","$865,720 ","$865,720 ",24.79%,2022
Yodny Cajuste (2019-2022),T,NE,23,4,"$3,482,180 ","$870,545 ","$822,180 ","$822,180 ",23.61%,2023
Yannick Ngakoue (2016-2019),DE,JAX,24,4,"$3,480,587 ","$870,147 ","$856,176 ","$856,176 ",24.60%,2020
Will Harris (2019-2022),S,DET,0,4,"$3,472,244 ","$868,061 ","$952,244 ","$952,244 ",27.42%,2023
Alexander Mattison (2019-2022),RB,MIN,21,4,"$3,471,172 ","$867,793 ","$822,172 ","$822,172 ",23.69%,2023
Alex Anzalone (2017-2020),OLB,NO,24,4,"$3,465,592 ","$866,398 ","$864,592 ","$864,592 ",24.95%,2021
Mark Andrews (2018-2021),TE,BAL,22,4,"$3,453,160 ","$863,290 ","$836,660 ","$836,660 ",24.23%,2022
Joseph Noteboom (2018-2021),T,LA,24,4,"$3,452,043 ","$863,011 ","$818,892 ","$818,892 ",23.72%,2022
Rashaan Gaulden (2018-2021),S,CAR,24,4,"$3,449,906 ","$862,477 ","$847,656 ","$847,656 ",24.57%,2022
Arden Key (2018-2021),DE,OAK,23,4,"$3,439,421 ","$859,855 ","$826,376 ","$826,376 ",24.03%,2022
Oren Burks (2018-2021),ILB,GB,24,4,"$3,431,555 ","$857,889 ","$820,756 ","$820,756 ",23.92%,2022
Deadrin Senat (2018-2021),DT,ATL,24,4,"$3,422,960 ","$855,740 ","$817,960 ","$817,960 ",23.90%,2022
Tre'quan Smith (2018-2021),WR,NO,23,4,"$3,420,524 ","$855,131 ","$817,024 ","$817,024 ",23.89%,2022
Jonathan Bullard (2016-2019),DE,CHI,25,4,"$3,413,520 ","$853,380 ","$826,520 ","$826,520 ",24.21%,2020
Jacoby Brissett (2016-2019),QB,INDSigned w/NE,26,4,"$3,410,832 ","$852,708 ","$680,604 ","$680,604 ",19.95%,2020
Mike Edwards (2019-2022),S,TB,0,4,"$3,409,990 ","$852,498 ","$822,180 ","$822,180 ",24.11%,2023
Chuks Okorafor (2018-2021),T,PIT,21,4,"$3,407,364 ","$851,841 ","$812,364 ","$812,364 ",23.84%,2022
Mason Foster (2018-2019),ILB,WAS,30,2,"$3,400,000 ","$1,700,000 ","$1,500,000 ","$1,500,000 ",44.12%,2020
Tim Williams (2017-2020),OLB,BAL,25,4,"$3,396,680 ","$849,170 ","$856,680 ","$856,680 ",25.22%,2021
Ronnie Harrison (2018-2021),S,JAX,22,4,"$3,388,032 ","$847,008 ","$803,032 ","$803,032 ",23.70%,2022
Kenyan Drake (2016-2019),RB,MIA,25,4,"$3,381,260 ","$845,315 ","$821,260 ","$821,260 ",24.29%,2020
Alex Cappa (2018-2021),RT,TB,24,4,"$3,368,704 ","$842,176 ","$793,704 ","$793,704 ",23.56%,2022
Tarell Basham (2017-2020),OLB,NYJSigned w/IND,25,4,"$3,355,856 ","$838,964 ","$835,856 ","$835,856 ",24.91%,2021
Tarvarius Moore (2018-2021),CB,SF,22,4,"$3,351,372 ","$837,843 ","$784,371 ","$784,371 ",23.40%,2022
Dorian O'Daniel (2018-2021),OLB,KC,24,4,"$3,346,341 ","$836,585 ","$761,516 ","$761,516 ",22.76%,2022
Harrison Phillips (2018-2021),DT,BUF,23,4,"$3,342,040 ","$835,510 ","$775,040 ","$775,040 ",23.19%,2022
Fabian Moreau (2017-2020),CB,WAS,25,4,"$3,339,392 ","$834,848 ","$825,392 ","$825,392 ",24.72%,2021
Mason Cole (2018-2021),C,ARI,23,4,"$3,325,516 ","$831,379 ","$761,516 ","$761,516 ",22.90%,2022
Jordan Akins (2018-2021),TE,HOU,27,4,"$3,325,085 ","$831,271 ","$761,520 ","$761,520 ",22.90%,2022
Hakeem Butler (2019-2022),WR,ARI,23,4,"$3,324,499 ","$831,125 ","$804,504 ","$804,504 ",24.20%,2023
Isaac Yiadom (2018-2021),CB,DEN,23,4,"$3,323,266 ","$830,817 ","$761,516 ","$761,516 ",22.91%,2022
Ryan Finley (2019-2022),QB,CIN,24,4,"$3,309,656 ","$827,414 ","$789,656 ","$789,656 ",23.86%,2023
Derek Rivers (2017-2020),OLB,NE,24,4,"$3,304,896 ","$826,224 ","$802,896 ","$802,896 ",24.29%,2021
Chauncey Gardner-Johnson (2019-2022),S,NO,21,4,"$3,304,100 ","$826,025 ","$784,100 ","$784,100 ",23.73%,2023
Maxx Crosby (2019-2022),DE,OAK,21,4,"$3,302,264 ","$825,566 ","$782,264 ","$782,264 ",23.69%,2023
Malcolm Brown (2019-2020),RB,LA,26,2,"$3,300,000 ","$1,650,000 ","$2,100,000 ","$2,100,000 ",63.64%,2021
Anthony Nelson (2019-2022),DE,TB,22,4,"$3,292,082 ","$823,021 ","$772,080 ","$772,080 ",23.45%,2023
Julian Love (2019-2022),CB,NYG,21,4,"$3,290,860 ","$822,715 ","$770,860 ","$770,860 ",23.42%,2023
Khari Willis (2019-2022),S,IND,23,4,"$3,287,104 ","$821,776 ","$767,104 ","$767,104 ",23.34%,2023
Chris Godwin (2017-2020),WR,TB,23,4,"$3,284,164 ","$821,041 ","$792,164 ","$792,164 ",24.12%,2021
Mitch Wishnowsky (2019-2022),P,SF,27,4,"$3,284,072 ","$821,018 ","$764,072 ","$764,072 ",23.27%,2023
Shon Coleman (2016-2019),T,SFSigned w/CLE,27,4,"$3,278,816 ","$819,704 ","$787,536 ","$787,536 ",24.02%,2020
Kendall Sheffield (2019-2022),CB,ATL,23,4,"$3,276,789 ","$819,197 ","$756,789 ","$756,789 ",23.10%,2023
Montravius Adams (2017-2020),DT,GB,23,4,"$3,276,776 ","$819,194 ","$744,776 ","$744,776 ",22.73%,2021
Bryce Love (2019-2022),RB,WAS,21,4,"$3,274,332 ","$818,583 ","$754,332 ","$754,332 ",23.04%,2023
Eddie Vanderdoes (2017-2020),DT,OAK,24,4,"$3,263,212 ","$815,803 ","$761,212 ","$761,212 ",23.33%,2021
Justice Hill (2019-2022),RB,BAL,21,4,"$3,261,656 ","$815,414 ","$741,656 ","$741,656 ",22.74%,2023
D'Onta Foreman (2017-2020),RB,HOU,23,4,"$3,259,984 ","$814,996 ","$759,484 ","$759,484 ",23.30%,2021
John Johnson (2017-2020),SS,LA,24,4,"$3,258,752 ","$814,688 ","$757,752 ","$757,752 ",23.25%,2021
Shaquill Griffin (2017-2020),CB,SEA,23,4,"$3,258,620 ","$814,655 ","$758,620 ","$758,620 ",23.28%,2021
Dru Samia (2019-2022),G,MIN,0,4,"$3,257,119 ","$814,280 ","$737,119 ","$737,119 ",22.63%,2023
Christian Miller (2019-2022),DE,CAR,23,4,"$3,254,208 ","$813,552 ","$734,208 ","$734,208 ",22.56%,2023
Amani Hooker (2019-2022),S,TEN,21,4,"$3,253,480 ","$813,370 ","$733,480 ","$733,480 ",22.54%,2023
Terrence Brooks (2019-2020),FS,NE,27,2,"$3,250,000 ","$1,625,000 ","$1,305,000 ","$1,305,000 ",40.15%,2021
Ereck Flowers (2019-2019),RT,WAS,25,1,"$3,250,000 ","$3,250,000 ","$1,500,000 ","$1,500,000 ",46.15%,2020
Austin Bryant (2019-2022),DE,DET,22,4,"$3,249,836 ","$812,459 ","$729,836 ","$729,836 ",22.46%,2023
Jourdan Lewis (2017-2020),CB,DAL,23,4,"$3,248,428 ","$812,107 ","$753,428 ","$753,428 ",23.19%,2021
Hjalte Froholdt (2019-2022),G,NE,22,4,"$3,240,612 ","$810,153 ","$720,612 ","$720,612 ",22.24%,2023
Sheldrick Redwine (2019-2022),S,CLE,22,4,"$3,240,408 ","$810,102 ","$720,408 ","$720,408 ",22.23%,2023
Gary Jennings (2019-2022),WR,SEA,0,4,"$3,230,932 ","$807,733 ","$710,932 ","$710,932 ",22.00%,2023
Trevon Wesco (2019-2022),TE,NYJ,0,4,"$3,223,884 ","$805,971 ","$703,884 ","$703,884 ",21.83%,2023
Benny Snell Jr. (2019-2022),RB,PIT,21,4,"$3,222,068 ","$805,517 ","$702,068 ","$702,068 ",21.79%,2023
Ben Powers (2019-2022),G,BAL,0,4,"$3,217,532 ","$804,383 ","$697,532 ","$697,532 ",21.68%,2023
Cameron Sutton (2017-2020),CB,PIT,24,4,"$3,217,128 ","$804,282 ","$736,128 ","$736,128 ",22.88%,2021
Joe Thuney (2016-2019),G,NE,26,4,"$3,213,428 ","$803,357 ","$773,428 ","$773,428 ",24.07%,2020
Austin Hooper (2016-2019),TE,ATL,24,4,"$3,213,428 ","$803,357 ","$773,428 ","$773,428 ",24.07%,2020
Phil Haynes (2019-2022),G,SEA,23,4,"$3,210,872 ","$802,718 ","$690,872 ","$690,872 ",21.52%,2023
Ian Thomas (2018-2021),TE,CAR,24,4,"$3,207,994 ","$801,999 ","$747,994 ","$747,994 ",23.32%,2022
Delano Hill (2017-2020),S,SEA,23,4,"$3,206,726 ","$801,682 ","$727,476 ","$727,476 ",22.69%,2021
Riley Ridley (2019-2022),WR,CHI,22,4,"$3,200,000 ","$800,000 ","$680,000 ","$680,000 ",21.25%,2023
T.J. Yeldon (2019-2020),RB,BUF,25,2,"$3,200,000 ","$1,600,000 ","$500,000 ","$500,000 ",15.63%,2021
Renell Wren (2019-2022),DT,CIN,23,4,"$3,199,700 ","$799,925 ","$679,700 ","$679,700 ",21.24%,2023
Kenny Golladay (2017-2020),WR,DET,25,4,"$3,196,324 ","$799,081 ","$718,824 ","$718,824 ",22.49%,2021
Iman Marshall (2019-2022),CB,BAL,22,4,"$3,193,197 ","$798,299 ","$673,197 ","$673,197 ",21.08%,2023
Jalyn Holmes (2018-2021),DE,MIN,23,4,"$3,191,398 ","$797,850 ","$731,398 ","$731,398 ",22.92%,2022
Keke Coutee (2018-2021),WR,HOU,22,4,"$3,189,026 ","$797,257 ","$729,026 ","$729,026 ",22.86%,2022
Tony Pollard (2019-2022),RB,DAL,22,4,"$3,187,780 ","$796,945 ","$667,780 ","$667,780 ",20.95%,2023
Nyheim Hines (2018-2021),RB,IND,22,4,"$3,184,547 ","$796,137 ","$724,547 ","$724,547 ",22.75%,2022
Isaiah Johnson (2019-2022),CB,OAK,23,4,"$3,182,292 ","$795,573 ","$662,292 ","$662,292 ",20.81%,2023
Drue Tranquill (2019-2022),LB,LAC,23,4,"$3,178,808 ","$794,702 ","$658,808 ","$658,808 ",20.73%,2023
Antonio Callaway (2018-2021),WR,CLE,22,4,"$3,177,853 ","$794,463 ","$717,853 ","$717,853 ",22.59%,2022
Cordrea Tankersley (2017-2020),CB,MIA,25,4,"$3,176,288 ","$794,072 ","$706,288 ","$706,288 ",22.24%,2021
Chad Williams (2017-2020),WR,ARI,24,4,"$3,176,288 ","$794,072 ","$706,288 ","$706,288 ",22.24%,2021
Rasul Douglas (2017-2020),CB,PHI,23,4,"$3,176,038 ","$794,010 ","$706,288 ","$706,288 ",22.24%,2021
Trey Hendrickson (2017-2020),DE,NO,24,4,"$3,175,788 ","$793,947 ","$706,288 ","$706,288 ",22.24%,2021
Nazair Jones (2017-2020),DT,SEA,24,4,"$3,175,663 ","$793,916 ","$706,288 ","$706,288 ",22.24%,2021
Amara Darboh (2017-2020),WR,SEA,25,4,"$3,175,288 ","$793,822 ","$706,288 ","$706,288 ",22.24%,2021
Kendell Beckwith (2017-2020),OLB,TB,24,4,"$3,175,288 ","$793,822 ","$706,288 ","$706,288 ",22.24%,2021
Josey Jewell (2018-2021),ILB,DEN,24,4,"$3,173,982 ","$793,496 ","$713,982 ","$713,982 ",22.49%,2022
Chris Herndon (2018-2021),TE,NYJ,23,4,"$3,171,364 ","$792,841 ","$711,364 ","$711,364 ",22.43%,2022
Wes Martin (2019-2022),G,WAS,23,4,"$3,170,808 ","$792,702 ","$650,808 ","$650,808 ",20.53%,2023
Kyle Lauletta (2018-2021),QB,NYG,23,4,"$3,167,698 ","$791,925 ","$707,698 ","$707,698 ",22.34%,2022
Ugo Amadi (2019-2022),CB,SEA,22,4,"$3,165,196 ","$791,299 ","$645,196 ","$645,196 ",20.38%,2023
Troy Apke (2018-2021),S,WAS,24,4,"$3,163,635 ","$790,909 ","$703,635 ","$703,635 ",22.24%,2022
James Conner (2017-2020),RB,PIT,24,4,"$3,161,523 ","$790,381 ","$706,288 ","$706,288 ",22.34%,2021
Nick Nelson (2018-2021),CB,OAK,22,4,"$3,158,680 ","$789,670 ","$698,680 ","$698,680 ",22.12%,2022
Jarrett Stidham (2019-2022),QB,NE,22,4,"$3,153,692 ","$788,423 ","$633,692 ","$633,692 ",20.09%,2023
Brian Allen (2018-2021),C,LA,25,4,"$3,146,936 ","$786,734 ","$686,936 ","$686,936 ",21.83%,2022
Greg Gaines (2019-2022),DT,LA,0,4,"$3,146,612 ","$786,653 ","$626,612 ","$626,612 ",19.91%,2023
Le'Raven Clark (2016-2019),RT,IND,26,4,"$3,142,732 ","$785,683 ","$733,732 ","$733,732 ",23.35%,2020
Daesean Hamilton (2018-2021),WR,DEN,24,4,"$3,142,638 ","$785,660 ","$682,638 ","$682,638 ",21.72%,2022
Da'shawn Hand (2018-2021),DE,DET,23,4,"$3,141,964 ","$785,491 ","$681,964 ","$681,964 ",21.71%,2022
