"","Season","Player","Team","Pos","name","GSIS_ID"
"118",2013,"Darren McFadden","OAK","RB","D.McFadden","00-0026144"
"119",2013,"Darren Sproles","NO","RB","D.Sproles","00-0023564"
"120",2013,"Darrius Heyward-Bey","IND","WR","D.Heyward-Bey","00-0026983"
"121",2013,"David Akers","DET","K","D.Akers","00-0000108"
"122",2013,"David Johnson","PIT","TE","D.Johnson","00-0026957"
"123",2013,"David Nelson","NYJ","WR","D.Nelson","00-0027322"
"124",2013,"David Paulson","PIT","TE","D.Paulson","00-0029218"
"125",2013,"David Reed","IND","WR","D.Reed","00-0027755"
"126",2013,"David Wilson","NYG","RB","D.Wilson","00-0029251"
"127",2013,"Davone Bess","CLE","WR","D.Bess","00-0026000"
"128",2013,"DeAndre Hopkins","HOU","WR","D.Hopkins","00-0030564"
"129",2013,"DeAngelo Williams","CAR","RB","D.Williams","00-0024242"
"130",2013,"Deji Karim","HOU","RB","D.Karim","00-0027779"
"131",2013,"Delanie Walker","TEN","TE","D.Walker","00-0024389"
"132",2013,"DeMarco Murray","DAL","RB","D.Murray","00-0028009"
"133",2013,"Demaryius Thomas","DEN","WR","D.Thomas","00-0027874"
"134",2013,"Denarius Moore","OAK","WR","D.Moore","00-0028086"
"135",2013,"Dennis Johnson","HOU","RB","D.Johnson","00-0030236"
"136",2013,"Dennis Pitta","BAL","TE","D.Pitta","00-0027714"
"137",2013,"Deonte Thompson","BAL","WR","D.Thompson","00-0029388"
"138",2013,"Derek Moye","PIT","WR","D.Moye","00-0029108"
"139",2013,"Derrick Coleman","SEA","FB","D.Coleman","00-0029068"
"140",2013,"DeSean Jackson","PHI","WR","D.Jackson","00-0026189"
"141",2013,"DeVier Posey","HOU","WR","D.Posey","00-0029673"
"142",2013,"Dexter McCluster","KC","WR","D.McCluster","00-0027651"
"143",2013,"Dez Bryant","DAL","WR","D.Bryant","00-0027902"
"144",2013,"Dion Sims","MIA","TE","D.Sims","00-0030422"
"145",2013,"Domenik Hixon","CAR","WR","D.Hixon","00-0024345"
"146",2013,"Dominique Davis","ATL","QB","D.Davis","00-0028863"
"147",2013,"Donald Brown","IND","RB","D.Brown","00-0027003"
"148",2013,"Donnie Avery","KC","WR","D.Avery","00-0026173"
"149",2013,"Dorin Dickerson","DET","WR","D.Dickerson","00-0027819"
"150",2013,"Doug Baldwin","SEA","WR","D.Baldwin","00-0028434"
"151",2013,"Doug Martin","TB","RB","D.Martin","00-0029613"
"152",2013,"Drew Brees","NO","QB","D.Brees","00-0020531"
"153",2013,"Drew Davis","ATL","WR","D.Davis","00-0028307"
"154",2013,"Dwayne Allen","IND","TE","D.Allen","00-0029689"
"155",2013,"Dwayne Bowe","KC","WR","D.Bowe","00-0025410"
"156",2013,"Dwayne Harris","DAL","WR","D.Harris","00-0028114"
"157",2013,"Earl Bennett","CHI","WR","E.Bennett","00-0026210"
"158",2013,"Ed Dickson","BAL","TE","E.Dickson","00-0027675"
"159",2013,"Eddie Lacy","GB","RB","E.Lacy","00-0030485"
"160",2013,"Edwin Baker","CLE","RB","E.Baker","00-0029317"
"161",2013,"EJ Manuel","BUF","QB","E.Manuel","00-0030526"
"162",2013,"Eli Manning","NYG","QB","E.Manning","00-0022803"
"163",2013,"Emmanuel Sanders","PIT","WR","E.Sanders","00-0027685"
"164",2013,"Eric Decker","DEN","WR","E.Decker","00-0027690"
"165",2013,"Eric Page","TB","WR","E.Page","00-0029098"
"166",2013,"Eric Weems","CHI","WR","E.Weems","00-0024535"
"167",2013,"Evan Rodriguez","BUF","TE","E.Rodriguez","00-0029276"
"168",2013,"Evan Royster","WAS","RB","E.Royster","00-0028115"
"169",2013,"Felix Jones","PIT","RB","F.Jones","00-0026162"
"170",2013,"Fozzy Whittaker","CLE","RB","F.Whittaker","00-0029731"
"171",2013,"Frank Gore","SF","RB","F.Gore","00-0023500"
"172",2013,"Frank Summers","BUF","FB","F.Summers","00-0026926"
"173",2013,"Fred Davis","WAS","TE","F.Davis","00-0026188"
"174",2013,"Fred Jackson","BUF","RB","F.Jackson","00-0024204"
"175",2013,"Garrett Celek","SF","TE","G.Celek","00-0028903"
"176",2013,"Garrett Graham","HOU","TE","G.Graham","00-0027718"
"177",2013,"Garrett Hartley","NO","K","G.Hartley","00-0025824"
"178",2013,"Gary Barnidge","CLE","TE","G.Barnidge","00-0026281"
"179",2013,"Gavin Escobar","DAL","TE","G.Escobar","00-0030544"
"180",2013,"Geno Smith","NYJ","QB","G.Smith","00-0030565"
"181",2013,"Giovani Bernard","CIN","RB","G.Bernard","00-0030456"
"182",2013,"Golden Tate","SEA","WR","G.Tate","00-0027891"
"183",2013,"Graham Gano","CAR","K","G.Gano","00-0026858"
"184",2013,"Greg Jenkins","OAK","WR","G.Jenkins","00-0030370"
"185",2013,"Greg Jennings","MIN","WR","G.Jennings","00-0024267"
"186",2013,"Greg Jones","HOU","FB","G.Jones","00-0022897"
"187",2013,"Greg Little","CLE","WR","G.Little","00-0027997"
"188",2013,"Greg Olsen","CAR","TE","G.Olsen","00-0025418"
"189",2013,"Greg Salas","NYJ","WR","G.Salas","00-0028050"
"190",2013,"Griff Whalen","IND","WR","G.Whalen","00-0029033"
"191",2013,"Hakeem Nicks","NYG","WR","H.Nicks","00-0027005"
"192",2013,"Harry Douglas","ATL","WR","H.Douglas","00-0026224"
"193",2013,"Heath Miller","PIT","TE","H.Miller","00-0023465"
"194",2013,"Isaac Redman","PIT","RB","I.Redman","00-0026566"
"195",2013,"Jack Doyle","IND","TE","J.Doyle","00-0030181"
"196",2013,"Jackie Battle","TEN","RB","J.Battle","00-0025701"
"197",2013,"Jacob Tamme","DEN","TE","J.Tamme","00-0026267"
"198",2013,"Jacoby Ford","OAK","WR","J.Ford","00-0027709"
"199",2013,"Jacoby Jones","BAL","WR","J.Jones","00-0025460"
"200",2013,"Jacquizz Rodgers","ATL","RB","J.Rodgers","00-0028083"
"201",2013,"Jake Ballard","ARI","TE","J.Ballard","00-0027259"
"202",2013,"Jake Locker","TEN","QB","J.Locker","00-0027946"
"203",2013,"Jamaal Charles","KC","RB","J.Charles","00-0026213"
"204",2013,"James Casey","PHI","TE","J.Casey","00-0027109"
"205",2013,"James Develin","NE","FB","J.Develin","00-0027925"
"206",2013,"James Hanna","DAL","TE","J.Hanna","00-0029634"
"207",2013,"James Jones","GB","WR","J.Jones","00-0025465"
"208",2013,"James Starks","GB","RB","J.Starks","00-0027791"
"209",2013,"Jamize Olawale","OAK","RB","J.Olawale","00-0029492"
"210",2013,"Jarius Wright","MIN","WR","J.Wright","00-0029572"
"211",2013,"Jaron Brown","ARI","WR","J.Brown","00-0030300"
"212",2013,"Jarrett Boykin","GB","WR","J.Boykin","00-0029051"
"213",2013,"Jason Avant","PHI","WR","J.Avant","00-0024324"
"214",2013,"Jason Campbell","CLE","QB","J.Campbell","00-0023460"
"215",2013,"Jason Snelling","ATL","FB","J.Snelling","00-0025631"
"216",2013,"Jason Witten","DAL","TE","J.Witten","00-0022127"
"217",2013,"Jay Cutler","CHI","QB","J.Cutler","00-0024226"
"218",2013,"Jay Feely","ARI","K","J.Feely","00-0019770"
"219",2013,"Jed Collins","NO","FB","J.Collins","00-0026072"
"220",2013,"Jeff Cumberland","NYJ","TE","J.Cumberland","00-0027321"
"221",2013,"Jeff Demps","TB","RB","J.Demps","00-0029722"
"222",2013,"Jeff Maehl","PHI","WR","J.Maehl","00-0028543"
"223",2013,"Jeff Tuel","BUF","QB","J.Tuel","00-0030024"
"224",2013,"Jeremy Kerley","NYJ","WR","J.Kerley","00-0028091"
"225",2013,"Jeremy Ross","DET","WR","J.Ross","00-0028249"
"226",2013,"Jeremy Stewart","OAK","FB","J.Stewart","00-0029441"
"227",2013,"Jermaine Gresham","CIN","TE","J.Gresham","00-0027873"
"228",2013,"Jermaine Kearse","SEA","WR","J.Kearse","00-0029159"
"229",2013,"Jermichael Finley","GB","TE","J.Finley","00-0026231"
"230",2013,"Jerome Simpson","MIN","WR","J.Simpson","00-0026186"
"231",2013,"Jeron Mastrud","OAK","TE","J.Mastrud","00-0027445"
"232",2013,"Jerrel Jernigan","NYG","WR","J.Jernigan","00-0028021"
"233",2013,"Jerricho Cotchery","PIT","WR","J.Cotchery","00-0022811"
"234",2013,"Jim Dray","ARI","TE","J.Dray","00-0027825"
"235",2013,"Jimmy Graham","NO","TE","J.Graham","00-0027696"
"236",2013,"Joe Anderson","CHI","WR","J.Anderson","00-0029494"
"237",2013,"Joe Flacco","BAL","QB","J.Flacco","00-0026158"
"238",2013,"Joe Webb","MIN","WR","J.Webb","00-0027796"
"239",2013,"Joel Dreessen","DEN","TE","J.Dreessen","00-0023630"
"240",2013,"John Carlson","MIN","TE","J.Carlson","00-0026178"
"241",2013,"John Kuhn","GB","FB","J.Kuhn","00-0022999"
"242",2013,"John Potter","WAS","K","J.Potter","00-0029318"
"243",2013,"Johnathan Franklin","GB","RB","J.Franklin","00-0030078"
"244",2013,"Joique Bell","DET","RB","J.Bell","00-0027218"
"245",2013,"Jon Baldwin","SF","WR","J.Baldwin","00-0027964"
"246",2013,"Jonathan Dwyer","PIT","RB","J.Dwyer","00-0027786"
"247",2013,"Jonathan Grimes","HOU","RB","J.Grimes","00-0029510"
"248",2013,"Jonathan Stewart","CAR","RB","J.Stewart","00-0026153"
"249",2013,"Jordan Cameron","CLE","TE","J.Cameron","00-0028040"
"250",2013,"Jordan Reed","WAS","TE","J.Reed","00-0030472"
"251",2013,"Jordy Nelson","GB","WR","J.Nelson","00-0026176"
"252",2013,"Joseph Fauria","DET","TE","J.Fauria","00-0029883"
"253",2013,"Joseph Randle","DAL","RB","J.Randle","00-0030388"
"254",2013,"Josh Boyce","NE","WR","J.Boyce","00-0030474"
"255",2013,"Josh Brown","NYG","K","J.Brown","00-0021940"
"256",2013,"Josh Cooper","CLE","WR","J.Cooper","00-0028930"
"257",2013,"Josh Cribbs","NYJ","WR","J.Cribbs","00-0023176"
"258",2013,"Josh Freeman","MIN","QB","J.Freeman","00-0026993"
"259",2013,"Josh Gordon","CLE","WR","J.Gordon","00-0029664"
"260",2013,"Josh Hill","NO","TE","J.Hill","00-0030216"
"261",2013,"Josh McCown","CHI","QB","J.McCown","00-0021206"
"262",2013,"Josh Morgan","WAS","WR","J.Morgan","00-0026314"
"263",2013,"Josh Vaughan","ATL","RB","J.Vaughan","00-0026644"
"264",2013,"Julian Edelman","NE","WR","J.Edelman","00-0027150"
"265",2013,"Julian Talley","NYG","WR","J.Talley","00-0029367"
"266",2013,"Julio Jones","ATL","WR","J.Jones","00-0027944"
"267",2013,"Julius Thomas","DEN","TE","J.Thomas","00-0028067"
"268",2013,"Junior Hemingway","KC","WR","J.Hemingway","00-0029311"
"269",2013,"Juron Criner","OAK","WR","J.Criner","00-0029702"
"270",2013,"Justin Hunter","TEN","WR","J.Hunter","00-0030521"
"271",2013,"Justin Tucker","BAL","K","J.Tucker","00-0029597"
"272",2013,"Kai Forbath","WAS","K","K.Forbath","00-0028787"
"273",2013,"Kassim Osgood","SF","WR","K.Osgood","00-0021570"
"274",2013,"Kellen Davis","SEA","TE","K.Davis","00-0026298"
"275",2013,"Kellen Winslow","NYJ","TE","K.Winslow","00-0022922"
"276",2013,"Kenbrell Thompkins","NE","WR","K.Thompkins","00-0030000"
"277",2013,"Kendall Hunter","SF","RB","K.Hunter","00-0028053"
"278",2013,"Kendall Wright","TEN","WR","K.Wright","00-0029708"
"279",2013,"Kenjon Barner","CAR","RB","K.Barner","00-0030465"
"280",2013,"Kenny Britt","TEN","WR","K.Britt","00-0027006"
"281",2013,"Kenny Stills","NO","WR","K.Stills","00-0030085"
"282",2013,"Keshawn Martin","HOU","WR","K.Martin","00-0029415"
"283",2013,"Kevin Cone","ATL","WR","K.Cone","00-0028792"
"284",2013,"Kevin Ogletree","DET","WR","K.Ogletree","00-0026780"
"285",2013,"Khiry Robinson","NO","RB","K.Robinson","00-0030348"
"286",2013,"Kirk Cousins","WAS","QB","K.Cousins","00-0029604"
"287",2013,"Knile Davis","KC","RB","K.Davis","00-0030280"
"288",2013,"Knowshon Moreno","DEN","RB","K.Moreno","00-0026988"
"289",2013,"Konrad Reuland","NYJ","TE","K.Reuland","00-0028238"
"290",2013,"Kory Sperry","ARI","TE","K.Sperry","00-0026757"
"291",2013,"Kris Durham","DET","WR","K.Durham","00-0028045"
"292",2013,"Kyle Orton","DAL","QB","K.Orton","00-0023541"
"293",2013,"Kyle Rudolph","MIN","TE","K.Rudolph","00-0027981"
"294",2013,"Lamar Miller","MIA","RB","L.Miller","00-0029615"
"295",2013,"LaMichael James","SF","RB","L.James","00-0029260"
"296",2013,"Lance Dunbar","DAL","RB","L.Dunbar","00-0029004"
"297",2013,"Lance Moore","NO","WR","L.Moore","00-0023310"
"298",2013,"LaRod Stephens-Howling","PIT","RB","L.Stephens-Howling","00-0026956"
"299",2013,"Larry Donnell","NYG","TE","L.Donnell","00-0028838"
"300",2013,"Larry Fitzgerald","ARI","WR","L.Fitzgerald","00-0022921"
"301",2013,"LaVon Brazill","IND","WR","L.Brazill","00-0029548"
"302",2013,"Le'Veon Bell","PIT","RB","L.Bell","00-0030496"
"303",2013,"Lee Smith","BUF","TE","L.Smith","00-0028097"
"304",2013,"LeGarrette Blount","NE","RB","L.Blount","00-0027325"
"305",2013,"Leonard Hankerson","WAS","WR","L.Hankerson","00-0028017"
"306",2013,"LeSean McCoy","PHI","RB","L.McCoy","00-0027029"
"307",2013,"Lestar Jean","HOU","WR","L.Jean","00-0028542"
"308",2013,"Levine Toilolo","ATL","TE","L.Toilolo","00-0030443"
"309",2013,"Logan Paulsen","WAS","TE","L.Paulsen","00-0027215"
"310",2013,"Louis Murphy","NYG","WR","L.Murphy","00-0027089"
"311",2013,"Luke McCown","NO","QB","L.McCown","00-0022864"
"312",2013,"Luke Willson","SEA","TE","L.Willson","00-0030089"
"313",2013,"Marcel Reece","OAK","FB","M.Reece","00-0026393"
"314",2013,"Marcus Easley","BUF","WR","M.Easley","00-0027708"
"315",2013,"Marcus Thigpen","MIA","RB","M.Thigpen","00-0026577"
"316",2013,"Mario Manningham","SF","WR","M.Manningham","00-0026235"
"317",2013,"Mark Ingram","NO","RB","M.Ingram","00-0027966"
"318",2013,"Markus Wheaton","PIT","WR","M.Wheaton","00-0030460"
"319",2013,"Marlon Brown","BAL","WR","M.Brown","00-0030400"
"320",2013,"Marlon Moore","MIA","WR","M.Moore","00-0027356"
"321",2013,"MarQueis Gray","CLE","TE","M.Gray","00-0029878"
"322",2013,"Marques Colston","NO","WR","M.Colston","00-0024466"
"323",2013,"Marquess Wilson","CHI","WR","M.Wilson","00-0030047"
"324",2013,"Marquise Goodwin","BUF","WR","M.Goodwin","00-0030068"
"325",2013,"Marshawn Lynch","SEA","RB","M.Lynch","00-0025399"
"326",2013,"Martellus Bennett","CHI","TE","M.Bennett","00-0026201"
"327",2013,"Marvin Jones","CIN","WR","M.Jones","00-0029293"
"328",2013,"Marvin McNutt","CAR","WR","M.McNutt","00-0029424"
"329",2013,"Mason Crosby","GB","K","M.Crosby","00-0025580"
"330",2013,"Matt Asiata","MIN","RB","M.Asiata","00-0028198"
"331",2013,"Matt Barkley","PHI","QB","M.Barkley","00-0030533"
"332",2013,"Matt Bryant","ATL","K","M.Bryant","00-0020578"
"333",2013,"Matt Cassel","MIN","QB","M.Cassel","00-0023662"
"334",2013,"Matt Flynn","GB","QB","M.Flynn","00-0026349"
"335",2013,"Matt Forte","CHI","RB","M.Forte","00-0026184"
"336",2013,"Matt Hasselbeck","IND","QB","M.Hasselbeck","00-0007091"
"337",2013,"Matt McGloin","OAK","QB","M.McGloin","00-0030419"
"338",2013,"Matt Moore","MIA","QB","M.Moore","00-0025708"
"339",2013,"Matt Prater","DEN","K","M.Prater","00-0023853"
"340",2013,"Matt Ryan","ATL","QB","M.Ryan","00-0026143"
"341",2013,"Matt Schaub","HOU","QB","M.Schaub","00-0022787"
"342",2013,"Matt Simms","NYJ","QB","M.Simms","00-0029151"
"343",2013,"Matt Spaeth","PIT","TE","M.Spaeth","00-0025464"
"344",2013,"Matthew Mulligan","NE","TE","M.Mulligan","00-0026008"
"345",2013,"Matthew Stafford","DET","QB","M.Stafford","00-0026498"
"346",2013,"Michael Bush","CHI","RB","M.Bush","00-0025487"
"347",2013,"Michael Campbell","NYJ","WR","M.Campbell","00-0028293"
"348",2013,"Michael Cox","NYG","RB","M.Cox","00-0030128"
"349",2013,"Michael Crabtree","SF","WR","M.Crabtree","00-0026986"
"350",2013,"Michael Egnew","MIA","TE","M.Egnew","00-0029694"
"351",2013,"Michael Floyd","ARI","WR","M.Floyd","00-0029638"
"352",2013,"Michael Hill","TB","RB","M.Hill","00-0030320"
"353",2013,"Michael Hoomanawanui","NE","TE","M.Hoomanawanui","00-0027732"
"354",2013,"Michael Palmer","PIT","TE","M.Palmer","00-0027202"
"355",2013,"Michael Preston","TEN","WR","M.Preston","00-0028362"
"356",2013,"Michael Robinson","SEA","FB","M.Robinson","00-0024315"
"357",2013,"Mike Gillislee","MIA","RB","M.Gillislee","00-0030433"
"358",2013,"Mike Glennon","TB","QB","M.Glennon","00-0030520"
"359",2013,"Mike Goodson","NYJ","RB","M.Goodson","00-0027080"
"360",2013,"Mike James","TB","RB","M.James","00-0030391"
"361",2013,"Mike Nugent","CIN","K","M.Nugent","00-0023482"
"362",2013,"Mike Tolbert","CAR","FB","M.Tolbert","00-0026069"
"363",2013,"Mike Vick","PHI","QB","M.Vick","00-0020245"
"364",2013,"Mike Wallace","MIA","WR","M.Wallace","00-0026901"
"365",2013,"Mike Williams","TB","WR","M.Williams","00-0027702"
"366",2013,"Mikel Leshoure","DET","RB","M.Leshoure","00-0027995"
"367",2013,"Miles Austin","DAL","WR","M.Austin","00-0023921"
"368",2013,"Mohamed Sanu","CIN","WR","M.Sanu","00-0029632"
"369",2013,"Montee Ball","DEN","RB","M.Ball","00-0030522"
"370",2013,"Mychal Rivera","OAK","TE","M.Rivera","00-0030514"
"371",2013,"Myles White","GB","WR","M.White","00-0030274"
"372",2013,"Nate Burleson","DET","WR","N.Burleson","00-0021999"
"373",2013,"Nate Byham","TB","TE","N.Byham","00-0027780"
"374",2013,"Nate Washington","TEN","WR","N.Washington","00-0023367"
"375",2013,"Nick Foles","PHI","QB","N.Foles","00-0029567"
"376",2013,"Nick Folk","NYJ","K","N.Folk","00-0025565"
"377",2013,"Nick Kasa","OAK","TE","N.Kasa","00-0030512"
"378",2013,"Nick Toon","NO","WR","N.Toon","00-0029667"
"379",2013,"Nick Williams","WAS","WR","N.Williams","00-0029848"
"380",2013,"Niles Paul","WAS","TE","N.Paul","00-0028093"
"381",2013,"Orson Charles","CIN","TE","O.Charles","00-0029414"
"382",2013,"Owen Daniels","HOU","TE","O.Daniels","00-0024313"
"383",2013,"Pat Edwards","DET","WR","P.Edwards","00-0029227"
"384",2013,"Percy Harvin","SEA","WR","P.Harvin","00-0026998"
"385",2013,"Peyton Hillis","NYG","RB","P.Hillis","00-0026367"
"386",2013,"Peyton Manning","DEN","QB","P.Manning","00-0010346"
"387",2013,"Phil Dawson","SF","K","P.Dawson","00-0004091"
"388",2013,"Phillip Tanner","DAL","RB","P.Tanner","00-0028613"
"389",2013,"Pierre Garcon","WAS","WR","P.Garcon","00-0026345"
